WD,Area,Wage,Name,Code
4297,23000,22.91,"Machinist, Maintenance",23550
4297,23000,25.18,Machinery Maintenance Mechanic,23530
4297,23000,22.16,Locksmith,23510
4297,23000,13.83,Laborer,23470
4297,23000,22.16,Laboratory/Shelter Mechanic,23465
4297,23000,22.93,Instrument Mechanic,23460
4297,23000,22.91,Heavy Equipment Operator,23440
4297,23000,22.91,Heavy Equipment Mechanic,23430
4297,23000,25.17,"Heating, Ventilation And Air Contditioning",23411
4297,23000,23.89,"Heating, Ventilation And Air-Conditioning",23410
4297,23000,22.93,Gunsmith III,23393
4297,23000,21.42,Gunsmith II,23392
4297,23000,19.38,Gunsmith I,23391
4297,23000,23.11,Ground Support Equipment Worker,23382
4297,23000,21.74,Ground Support Equipment Servicer,23381
4297,23000,28.41,Ground Support Equipment Mechanic,23380
4297,23000,21.43,General Maintenance Worker,23370
4297,23000,18.95,Fuel Distribution System Operator,23312
4297,23000,22.93,Fuel Distribution System Mechanic,23311
4297,23000,19.38,Fire Extinguisher Repairer,23310
4297,23000,22.91,Fire Alarm System Mechanic,23290
4297,23000,20.67,Fabric Worker,23260
4297,23000,27.89,Electronics Technician Maintenance III,23183
4297,23000,26.47,Electronics Technician Maintenance II,23182
4297,23000,23.1,Electronics Technician Maintenance I,23181
4297,23000,27.98,"Electrician, Maintenance",23160
4297,23000,21.42,Carpet Layer,23140
4297,23000,21.4,"Carpenter, Maintenance",23130
4297,23000,26.02,Cable Splicer,23125
4297,23000,13.99,Bicycle Repairer,23120
4297,23000,21.75,Appliance Mechanic,23110
4297,23000,28.41,Aircrew Life Support Equipment (ALSE) Mechanic,23092
4297,23000,23.11,Aircrew Life Support Equipment (ALSE) Mechanic,23091
4297,23000,23.11,Aircraft Worker,23080
4297,23000,27.2,Aircraft Survival Flight Equipment Technician,23070
4297,23000,21.74,Aircraft Servicer,23060
4297,23000,27.2,"Aircraft, Painter",23050
4297,23000,19.29,Aircraft Mechanic Helper,23040
4297,23000,31.38,Aircraft Mechanic III,23023
4297,23000,29.93,Aircraft Mechanic II,23022
4297,23000,28.41,Aircraft Mechanic I,23021
4297,23000,21.74,Aircraft Logs and Records Technician,23019
4297,23000,29.93,Aerospace Structural Welder,23010
4297,21000,18.02,Warehouse Specialist,21410
4297,21000,18.02,Tools And Parts Attendant,21210
4297,21000,18.55,Stock Clerk,21150
4297,21000,13.51,Store Worker I,21140
4297,21000,15.69,Shipping/Receiving Clerk,21130
4297,21000,15.69,Shipping Packer,21110
4297,21000,18.02,Production Line Worker (Food Processing),21080
4297,21000,12.98,Order Filler,21071
4297,21000,13.83,Material Handling Laborer,21050
4297,21000,22.03,Material Expediter,21040
4297,21000,22.03,Material Coordinator,21030
4297,21000,18.02,Forklift Operator,21020
4297,19000,25.16,Tool And Die Maker,19040
4297,19000,22.16,Machine-Tool Operator (Tool Room),19010
4297,16000,11.08,"Washer, Machine",16250
4297,16000,15.04,Tailor,16220
4297,16000,14.07,Sewing Machine Operator,16190
4297,16000,10.12,"Presser, Machine, Wearing Apparel, Laundry",16160
4297,16000,10.12,"Presser, Machine, Shirts",16130
4297,16000,10.12,"Presser, Machine, Drycleaning",16110
4297,16000,10.12,"Presser, Hand",16090
4297,16000,10.12,"Finisher, Flatwork, Machine",16070
4297,16000,13.06,Dry Cleaner,16040
4297,16000,10.12,Counter Attendant,16030
4297,16000,10.12,Assembler,16010
4297,15000,20.2,Tutor,15120
4297,15000,20.2,Test Proctor,15110
4297,15000,30.67,Technical Instructor/Course Developer,15095
4297,15000,25.08,Technical Instructor,15090
4297,15000,37.32,Non-Maintenance Test/Co-Pilot,15088
4297,15000,37.32,"Maintenance Test Pilot, Rotary Wing",15086
4297,15000,37.32,"Maintenance Test Pilot, Fixed, Jet/Prop",15085
4297,15000,26.8,Graphic Artist,15080
4297,15000,52.81,Flight Instructor (Pilot),15070
4297,15000,35.31,Educational Technologist,15060
4297,15000,36.47,Computer Based Training Specialist / Instructor,15050
4297,15000,52.81,Air Crew Training Devices Instructor (Pilot),15030
4297,15000,44.06,Aircrew Training Devices Instructor (Rated),15020
4297,15000,36.47,Aircrew Training Devices Instructor (Non-Rated),15010
4297,14000,27.9,System Support Specialist,14170
4297,14000,26.22,Personal Computer Support Technician,14160
4297,14000,18.92,Peripheral Equipment Operator,14150
4297,14000,0,Computer Systems Analyst III (see,14103
4297,14000,0,Computer Systems Analyst II (see,14102
4297,14000,0,Computer Systems Analyst I (see,14101
4297,14000,0,Computer Programmer IV (see,14074
4297,14000,0,Computer Programmer III (see,14073
4297,14000,0,Computer Programmer II (see,14072
4297,14000,26.36,Computer Programmer I (see 1),14071
4297,14000,29.05,Computer Operator V,14045
4297,14000,26.22,Computer Operator IV,14044
4297,14000,23.6,Computer Operator III,14043
4297,14000,21.18,Computer Operator II,14042
4297,14000,18.92,Computer Operator I,14041
4297,13000,20.39,Video Teleconference Technician,13110
4297,13000,16.9,Technical Order Library Clerk,13090
4297,13000,37.14,Photographer V,13075
4297,13000,31.06,Photographer IV,13074
4297,13000,25.39,Photographer III,13073
4297,13000,20.44,Photographer II,13072
4297,13000,18.32,Photographer I,13071
4297,13000,23.36,Media Specialist III,13063
4297,13000,20.95,Media Specialist II,13062
4297,13000,18.73,Media Specialist I,13061
4297,13000,19.89,Library Technician,13058
4297,13000,30.6,Library Information Technology Systems,13054
4297,13000,15.63,Library Aide/Clerk,13050
4297,13000,33.88,Librarian,13047
4297,13000,31.09,Illustrator III,13043
4297,13000,25.42,Illustrator II,13042
4297,13000,20.52,Illustrator I,13041
4297,13000,31.09,Exhibits Specialist III,13013
4297,13000,25.42,Exhibits Specialist II,13012
4297,13000,20.52,Exhibits Specialist I,13011
4297,12000,18.5,Substance Abuse Treatment Counselor,12320
4297,12000,23.9,Scheduler (Drug and Alcohol Testing),12317
4297,12000,48.1,Registered Nurse IV,12316
4297,12000,40.13,"Registered Nurse III, Anesthetist",12315
4297,12000,40.13,Registered Nurse III,12314
4297,12000,33.44,"Registered Nurse II, Specialist",12313
4297,12000,33.44,Registered Nurse II,12312
4297,12000,27.64,Registered Nurse I,12311
4297,12000,31.11,Radiologic Technologist,12305
4297,12000,15.81,Phlebotomist,12280
4297,12000,18.12,Pharmacy Technician,12250
4297,12000,17.38,Optical Technician,12236
4297,12000,20.17,Optical Dispenser,12235
4297,12000,15.69,Nursing Assistant IV,12224
4297,12000,13.98,Nursing Assistant III,12223
4297,12000,12.14,Nursing Assistant II,12222
4297,12000,10.8,Nursing Assistant I,12221
4297,12000,41.36,Nuclear Medicine Technologist,12210
4297,12000,18.77,Medical Transcriptionist,12195
4297,12000,19.5,Medical Record Technician,12190
4297,12000,17.42,Medical Record Clerk,12160
4297,12000,19.84,Medical Laboratory Technician,12130
4297,12000,15.01,Medical Assistant,12100
4297,12000,24.13,Licensed Practical Nurse III,12073
4297,12000,21.35,Licensed Practical Nurse II,12072
4297,12000,19.07,Licensed Practical Nurse I,12071
4297,12000,20.41,Emergency Medical Technician,12040
4297,12000,27.67,Electroneurodiagnostic Technologist,12035
4297,12000,27.67,EKG Technician,12030
4297,12000,44.75,Dental Hygienist,12025
4297,12000,17.18,Dental Assistant,12020
4297,12000,23.57,Certified Physical Therapist Assistant,12015
4297,12000,25.42,Certified Occupational Therapist Assistant,12012
4297,12000,20.27,Breath Alcohol Technician,12011
4297,12000,20.41,Ambulance Driver,12010
4297,11000,13.06,Window Cleaner,11360
4297,11000,13.07,Trail Maintenance Worker,11330
4297,11000,15.76,Tractor Operator,11270
4297,11000,11.58,Pruner,11260
4297,11000,11.26,Maid or Houseman,11240
4297,11000,13.07,"Laborer, Grounds Maintenance",11210
4297,11000,12.5,Janitor,11150
4297,11000,12.5,Housekeeping Aide,11122
4297,11000,17.52,Gardener,11090
4297,11000,10.81,Elevator Operator,11060
4297,11000,10.81,"Cleaner, Vehicles",11030
4297,9000,19.59,Upholsterer,9130
4297,9000,19.73,"Furniture Repairer, Minor",9110
4297,9000,17.07,Furniture Refinisher Helper,9090
4297,9000,21.93,Furniture Refinisher,9080
4297,9000,15.47,Furniture Handler,9040
4297,9000,19.59,Electrostatic Spray Painter,9010
4297,7000,9.7,Waiter/Waitress,7260
4297,7000,18.08,Meat Cutter,7210
4297,7000,10.66,Food Service Worker,7130
4297,7000,10.11,Dishwasher,7070
4297,7000,14.6,Cook II,7042
4297,7000,12.55,Cook I,7041
4297,7000,13.85,Baker,7010
4297,5000,24.78,Transmission Repair Specialist,5400
4297,5000,12.55,Tire Repairer,5370
4297,5000,22.15,Radiator Repair Specialist,5340
4297,5000,23.51,"Painter, Automotive",5310
4297,5000,22.15,Motor Vehicle Wrecker,5280
4297,5000,21.63,Motor Vehicle Upholstery Worker,5250
4297,5000,18.49,Motor Vehicle Mechanic Helper,5220
4297,5000,24.78,Motor Vehicle Mechanic,5190
4297,5000,22.15,Motor Equipment Metal Worker,5160
4297,5000,24.78,Motor Equipment Metal Mechanic,5130
4297,5000,19.04,Mobile Equipment Servicer,5110
4297,5000,22.15,Automotive Worker,5070
4297,5000,22.15,Automotive Glass Installer,5040
4297,5000,23.51,Automotive Electrician,5010
4297,5000,25.26,"Automobile Body Repairer, Fiberglass",5005
4297,1000,19.95,Word Processor III,1613
4297,1000,17.67,Word Processor II,1612
4297,1000,15.63,Word Processor I,1611
4297,1000,16.99,Travel Clerk III,1533
4297,1000,15.68,Travel Clerk II,1532
4297,1000,14.35,Travel Clerk I,1531
4297,1000,14.43,Switchboard Operator/Receptionist,1460
4297,1000,20.03,Survey Worker,1420
4297,1000,31.41,Supply Technician,1410
4297,1000,17.63,Service Order Dispatcher,1320
4297,1000,25.29,Secretary III,1313
4297,1000,20.18,Secretary II,1312
4297,1000,18.07,Secretary I,1311
4297,1000,18.07,"Scheduler, Maintenance",1300
4297,1000,16.55,Rental Clerk,1290
4297,1000,22.03,Production Control Clerk,1270
4297,1000,22.65,Personnel Assistant (Employment) III,1263
4297,1000,20.32,Personnel Assistant (Employment) II,1262
4297,1000,18.15,Personnel Assistant (Employment) I,1261
4297,1000,16.91,Order Clerk II,1192
4297,1000,15.5,Order Clerk I,1191
4297,1000,13.4,Messenger Courier,1141
4297,1000,25.29,Housing Referral Assistant,1120
4297,1000,18.23,General Clerk III,1113
4297,1000,16.24,General Clerk II,1112
4297,1000,14.88,General Clerk I,1111
4297,1000,14.41,Duplicating Machine Operator,1090
4297,1000,14.41,Document Preparation Clerk,1070
4297,1000,19.66,"Dispatcher, Motor Vehicle",1060
4297,1000,15.69,Data Entry Operator II,1052
4297,1000,14.38,Data Entry Operator I,1051
4297,1000,13.96,Customer Service Representative III,1043
4297,1000,12.8,Customer Service Representative II,1042
4297,1000,11.39,Customer Service Representative I,1041
4297,1000,21.84,Court Reporter,1035
4297,1000,31.41,Administrative Assistant,1020
4297,1000,22.3,Accounting Clerk III,1013
4297,1000,16.92,Accounting Clerk II,1012
4297,1000,15.08,Accounting Clerk I,1011
4299,99000,0,Vending Machine Repairer),99842
4299,99000,18.62,Vending Machine Repairer,99841
4299,99000,15.97,Vending Machine Attendant,99840
4299,99000,16.7,Surveying Technician,99832
4299,99000,12.19,Surveying Aide,99831
4299,99000,20.14,Survey Party Chief,99830
4299,99000,12.99,School Crossing Guard,99820
4299,99000,11.03,Sales Clerk,99810
4299,99000,12.24,Refuse Collector,99730
4299,99000,15.46,Recycling Specialist,99711
4299,99000,14.73,Recycling Laborer,99710
4299,99000,12.53,Photofinishing Worker,99510
4299,99000,17.02,Pest Controller,99410
4299,99000,26.7,Mortician,99310
4299,99000,25.8,Marketing Analyst,99260
4299,99000,11.89,Laboratory Animal Caretaker II,99252
4299,99000,11.04,Laboratory Animal Caretaker I,99251
4299,99000,23.85,Flight Follower,99130
4299,99000,25.01,Embalmer,99095
4299,99000,10.14,Desk Clerk,99050
4299,99000,8.56,Cashier,99030
4299,99000,14.07,Cabin Safety Specialist,99020
4299,31000,15.94,"Truckdriver, Tractor-Trailer",31364
4299,31000,15.94,"Truckdriver, Heavy",31363
4299,31000,15.01,"Truckdriver, Medium",31362
4299,31000,14.03,"Truckdriver, Light",31361
4299,31000,12.5,Taxi Driver,31310
4299,31000,14.03,Shuttle Bus Driver,31290
4299,31000,10.2,Parking and Lot Attendant,31260
4299,31000,13.11,Driver Courier,31043
4299,31000,14.36,Bus Driver,31030
4299,31000,10.35,Bus Aide,31020
4299,31000,28.85,Airplane Pilot,31010
4299,30000,20.57,"Weather Observer, Senior (see 2)",30621
4299,30000,18.51,"Weather Observer, Combined Upper Air Or (see 2)",30620
4299,30000,27.71,Weather Forecaster II,30502
4299,30000,22.78,Weather Forecaster I,30501
4299,30000,23.85,Unexploded (UXO) Sweep Personnel,30495
4299,30000,23.85,Unexploded (UXO) Safety Escort,30494
4299,30000,34.58,Unexploded Ordnance (UXO) Technician III,30493
4299,30000,28.85,Unexploded Ordnance (UXO) Technician II,30492
4299,30000,23.85,Unexploded Ordnance (UXO) Technician I,30491
4299,30000,30.45,Technical Writer III,30463
4299,30000,25.17,Technical Writer II,30462
4299,30000,20.57,Technical Writer I,30461
4299,30000,25.17,Radiation Control Technician,30395
4299,30000,20.65,Photo-Optics Technician,30390
4299,30000,25.17,Petroleum Supply Specialist,30375
4299,30000,31.72,Paralegal/Legal Assistant IV,30364
4299,30000,26.21,Paralegal/Legal Assistant III,30363
4299,30000,21.45,Paralegal/Legal Assistant II,30362
4299,30000,17.67,Paralegal/Legal Assistant I,30361
4299,30000,20.7,Mathematical Technician,30240
4299,30000,25.17,Latent Fingerprint Technician II,30222
4299,30000,22.78,Latent Fingerprint Technician I,30221
4299,30000,21.13,Laboratory Technician,30210
4299,30000,20.57,Evidence Control Specialist,30095
4299,30000,20.57,Environmental Technician,30090
4299,30000,31.5,Engineering Technician VI,30086
4299,30000,26.04,Engineering Technician V,30085
4299,30000,21.28,Engineering Technician IV,30084
4299,30000,17.19,Engineering Technician III,30083
4299,30000,15.36,Engineering Technician II,30082
4299,30000,13.68,Engineering Technician I,30081
4299,30000,22.93,Drafter/CAD Operator IV,30064
4299,30000,18.51,Drafter/CAD Operator III,30063
4299,30000,16.61,Drafter/CAD Operator II,30062
4299,30000,14.85,Drafter/CAD Operator I,30061
4299,30000,25.17,Cryogenic Technician II,30052
4299,30000,22.78,Cryogenic Technician I,30051
4299,30000,22.07,Civil Engineering Technician,30040
4299,30000,21.73,Cartographic Technician,30030
4299,30000,21.73,Archeological Technician III,30023
4299,30000,17.59,Archeological Technician II,30022
4299,30000,15.63,Archeological Technician I,30021
4299,30000,28.49,"Air Traffic Control Specialist, Terminal (HFO) (see 2)",30012
4299,30000,25.87,"Air Traffic Control Specialist, Station (HFO) (see 2)",30011
4299,30000,37.52,"Air Traffic Control Specialist, Center (HFO) (see 2)",30010
4299,29000,19.56,Stevedore II,29042
4299,29000,18.11,Stevedore I,29041
4299,29000,18.99,Line Handler,29030
4299,29000,18.99,Hatch Tender,29020
4299,29000,18.99,Blocker And Bracer,29010
4299,28000,17.4,Swimming Pool Operator,28690
4299,28000,11.53,Sports Official,28630
4299,28000,17.93,Recreation Specialist,28515
4299,28000,10.72,Recreation Aide/Health Facility Attendant,28510
4299,28000,14.48,Park Attendant (Aide),28350
4299,28000,11.01,Lifeguard,28310
4299,28000,12.94,Gate Attendant/Gate Tender,28210
4299,28000,8.53,Carnival Worker,28043
4299,28000,11.63,Carnival Equipment Repairer,28042
4299,28000,10.9,Carnival Equipment Operator,28041
4299,27000,21.11,Police Officer II,27132
4299,27000,19,Police Officer I,27131
4299,27000,11.78,Guard II,27102
4299,27000,10.54,Guard I,27101
4299,27000,17,Firefighter,27070
4299,27000,16.58,Detention Officer,27040
4299,27000,11.78,Detection Dog Handler,27030
4299,27000,17,Court Security Officer,27010
4299,27000,16.58,Corrections Officer,27008
4299,27000,10.54,Baggage Inspector,27007
4299,27000,16.15,Alarm Monitor,27004
4299,25000,19.34,Water Treatment Plant Operator,25210
4299,25000,18.63,Ventilation Equipment Tender,25190
4299,25000,25.66,Stationary Engineer,25070
4299,25000,19.67,Sewage Plant Operator,25040
4299,25000,25.66,Boiler Tender,25010
4299,24000,14.38,Homemaker,24630
4299,24000,14.38,Family Readiness And Support Services,24620
4299,24000,8.69,Chore Aide,24610
4299,24000,11.11,Child Care Center Clerk,24580
4299,24000,10.1,Child Care Attendant,24570
4299,24000,14.38,Case Manager,24550
4299,23000,14.57,Woodworker,23980
4299,23000,18.4,Woodcraft Worker,23970
4299,23000,18.4,Well Driller,23965
4299,23000,18.48,"Welder, Combination, Maintenance",23960
4299,23000,23.76,Telephone Lineman,23950
4299,23000,25.8,Telecommunications Mechanic II,23932
4299,23000,24.65,Telecommunications Mechanic I,23931
4299,23000,16.55,Small Engine Mechanic,23910
4299,23000,16.87,"Sheet-Metal Worker, Maintenance",23890
4299,23000,16.55,Scale Mechanic,23870
4299,23000,18.4,Rigger,23850
4299,23000,18.4,Pneudraulic Systems Mechanic,23820
4299,23000,17.5,"Plumber, Maintenance",23810
4299,23000,18.32,"Pipefitter, Maintenance",23790
4299,23000,16.25,"Painter, Maintenance",23760
4299,23000,16.56,Office Appliance Repairer,23710
4299,23000,20.2,Millwright,23640
4299,23000,20.15,Metrology Technician III,23593
4299,23000,19.27,Metrology Technician II,23592
4299,23000,18.4,Metrology Technician I,23591
4299,23000,13.61,Maintenance Trades Helper,23580
4299,23000,20.63,"Machinist, Maintenance",23550
4299,23000,22.63,Machinery Maintenance Mechanic,23530
4299,23000,17.53,Locksmith,23510
4299,23000,12.01,Laborer,23470
4299,23000,17.53,Laboratory/Shelter Mechanic,23465
4299,23000,18.4,Instrument Mechanic,23460
4299,23000,15.8,Heavy Equipment Operator,23440
4299,23000,18.4,Heavy Equipment Mechanic,23430
4299,23000,18.52,"Heating, Ventilation And Air Contditioning",23411
4299,23000,18.05,"Heating, Ventilation And Air-Conditioning",23410
4299,23000,18.4,Gunsmith III,23393
4299,23000,16.55,Gunsmith II,23392
4299,23000,15.08,Gunsmith I,23391
4299,23000,16.55,Ground Support Equipment Worker,23382
4299,23000,15.58,Ground Support Equipment Servicer,23381
4299,23000,18.4,Ground Support Equipment Mechanic,23380
4299,23000,17.04,General Maintenance Worker,23370
4299,23000,14.57,Fuel Distribution System Operator,23312
4299,23000,18.4,Fuel Distribution System Mechanic,23311
4299,23000,15.08,Fire Extinguisher Repairer,23310
4299,23000,18.4,Fire Alarm System Mechanic,23290
4299,23000,15.58,Fabric Worker,23260
4299,23000,21.99,Electronics Technician Maintenance III,23183
4299,23000,20.96,Electronics Technician Maintenance II,23182
4299,23000,19.73,Electronics Technician Maintenance I,23181
4299,23000,19.53,"Electrician, Maintenance",23160
4299,23000,16.55,Carpet Layer,23140
4299,23000,17.88,"Carpenter, Maintenance",23130
4299,23000,23.47,Cable Splicer,23125
4299,23000,13.84,Bicycle Repairer,23120
4299,23000,18.41,Appliance Mechanic,23110
4299,23000,18.4,Aircrew Life Support Equipment (ALSE) Mechanic,23092
4299,23000,16.55,Aircrew Life Support Equipment (ALSE) Mechanic,23091
4299,23000,16.55,Aircraft Worker,23080
4299,23000,17.53,Aircraft Survival Flight Equipment Technician,23070
4299,23000,15.58,Aircraft Servicer,23060
4299,23000,17.53,"Aircraft, Painter",23050
4299,23000,13.61,Aircraft Mechanic Helper,23040
4299,23000,20.15,Aircraft Mechanic III,23023
4299,23000,19.27,Aircraft Mechanic II,23022
4299,23000,18.4,Aircraft Mechanic I,23021
4299,23000,15.58,Aircraft Logs and Records Technician,23019
4299,23000,19.27,Aerospace Structural Welder,23010
4299,21000,15.44,Warehouse Specialist,21410
4299,21000,15.44,Tools And Parts Attendant,21210
4299,21000,16.37,Stock Clerk,21150
4299,21000,11.82,Store Worker I,21140
4299,21000,13.2,Shipping/Receiving Clerk,21130
4299,21000,13.2,Shipping Packer,21110
4299,21000,15.44,Production Line Worker (Food Processing),21080
4299,21000,10.04,Order Filler,21071
4299,21000,12.01,Material Handling Laborer,21050
4299,21000,20.18,Material Expediter,21040
4299,21000,20.18,Material Coordinator,21030
4299,21000,15.44,Forklift Operator,21020
4299,19000,23.3,Tool And Die Maker,19040
4299,19000,19.33,Machine-Tool Operator (Tool Room),19010
4299,16000,10.39,"Washer, Machine",16250
4299,16000,13.87,Tailor,16220
4299,16000,13.06,Sewing Machine Operator,16190
4299,16000,9.77,"Presser, Machine, Wearing Apparel, Laundry",16160
4299,16000,9.77,"Presser, Machine, Shirts",16130
4299,16000,9.77,"Presser, Machine, Drycleaning",16110
4299,16000,9.77,"Presser, Hand",16090
4299,16000,9.77,"Finisher, Flatwork, Machine",16070
4299,16000,12.23,Dry Cleaner,16040
4299,16000,9.77,Counter Attendant,16030
4299,16000,9.77,Assembler,16010
4299,15000,17.41,Tutor,15120
4299,15000,17.41,Test Proctor,15110
4299,15000,26.38,Technical Instructor/Course Developer,15095
4299,15000,21.56,Technical Instructor,15090
4299,15000,39.92,Non-Maintenance Test/Co-Pilot,15088
4299,15000,39.92,"Maintenance Test Pilot, Rotary Wing",15086
4299,15000,39.92,"Maintenance Test Pilot, Fixed, Jet/Prop",15085
4299,15000,19.83,Graphic Artist,15080
4299,15000,37.77,Flight Instructor (Pilot),15070
4299,15000,25.23,Educational Technologist,15060
4299,15000,27.53,Computer Based Training Specialist / Instructor,15050
