WD,Area,Wage,Name,Code
4451,30000,26.4,Engineering Technician IV,30084
4451,30000,21.58,Engineering Technician III,30083
4451,30000,18.44,Engineering Technician II,30082
4451,30000,16.38,Engineering Technician I,30081
4451,30000,25.73,Drafter/CAD Operator IV,30064
4451,30000,22.09,Drafter/CAD Operator III,30063
4451,30000,19.82,Drafter/CAD Operator II,30062
4451,30000,17.71,Drafter/CAD Operator I,30061
4451,30000,27.81,Cryogenic Technician II,30052
4451,30000,25.18,Cryogenic Technician I,30051
4451,30000,23.24,Civil Engineering Technician,30040
4451,30000,23.24,Cartographic Technician,30030
4451,30000,23.24,Archeological Technician III,30023
4451,30000,19.82,Archeological Technician II,30022
4451,30000,17.71,Archeological Technician I,30021
4451,30000,28.04,"Air Traffic Control Specialist, Terminal (HFO) (see 2)",30012
4451,30000,25.46,"Air Traffic Control Specialist, Station (HFO) (see 2)",30011
4451,30000,36.92,"Air Traffic Control Specialist, Center (HFO) (see 2)",30010
4451,29000,18.23,Stevedore II,29042
4451,29000,15.97,Stevedore I,29041
4451,29000,17.11,Line Handler,29030
4451,29000,17.11,Hatch Tender,29020
4451,29000,17.11,Blocker And Bracer,29010
4451,28000,14.58,Swimming Pool Operator,28690
4451,28000,13.28,Sports Official,28630
4451,28000,18.55,Recreation Specialist,28515
4451,28000,12.17,Recreation Aide/Health Facility Attendant,28510
4451,28000,16.68,Park Attendant (Aide),28350
4451,28000,13.28,Lifeguard,28310
4451,28000,14.91,Gate Attendant/Gate Tender,28210
4451,28000,8.74,Carnival Worker,28043
4451,28000,10.62,Carnival Equipment Repairer,28042
4451,28000,9.87,Carnival Equipment Operator,28041
4451,27000,19.54,Police Officer II,27132
4451,27000,17.59,Police Officer I,27131
4451,27000,13.99,Guard II,27102
4451,27000,11.53,Guard I,27101
4451,27000,16.19,Firefighter,27070
4451,27000,15.64,Detention Officer,27040
4451,27000,13.99,Detection Dog Handler,27030
4451,27000,16.48,Court Security Officer,27010
4451,27000,15.64,Corrections Officer,27008
4451,27000,11.94,Baggage Inspector,27007
4451,27000,13.57,Alarm Monitor,27004
4451,25000,19.26,Water Treatment Plant Operator,25210
4451,25000,15.19,Ventilation Equipment Tender,25190
4451,25000,21.24,Stationary Engineer,25070
4451,25000,19.26,Sewage Plant Operator,25040
4451,25000,21.24,Boiler Tender,25010
4451,24000,16.03,Homemaker,24630
4451,24000,14.86,Family Readiness And Support Services,24620
4451,24000,8.91,Chore Aide,24610
4451,24000,13.81,Child Care Center Clerk,24580
4451,24000,10.05,Child Care Attendant,24570
4451,24000,14.86,Case Manager,24550
4451,23000,14.05,Woodworker,23980
4451,23000,18.89,Woodcraft Worker,23970
4451,23000,18.89,Well Driller,23965
4451,23000,19.57,"Welder, Combination, Maintenance",23960
4451,23000,18.89,Telephone Lineman,23950
4451,23000,26.11,Telecommunications Mechanic II,23932
4451,23000,24.66,Telecommunications Mechanic I,23931
4451,23000,16.26,Small Engine Mechanic,23910
4451,23000,16.26,"Sheet-Metal Worker, Maintenance",23890
4451,23000,16.76,Scale Mechanic,23870
4451,23000,18.89,Rigger,23850
4451,23000,18.89,Pneudraulic Systems Mechanic,23820
4451,23000,18.56,"Plumber, Maintenance",23810
4451,23000,19.28,"Pipefitter, Maintenance",23790
4451,23000,14.97,"Painter, Maintenance",23760
4451,23000,19.18,Office Appliance Repairer,23710
4451,23000,21.07,Millwright,23640
4451,23000,21.05,Metrology Technician III,23593
4451,23000,20.02,Metrology Technician II,23592
4451,23000,18.89,Metrology Technician I,23591
4451,23000,11.77,Maintenance Trades Helper,23580
4451,23000,22.13,"Machinist, Maintenance",23550
4451,23000,22.65,Machinery Maintenance Mechanic,23530
4451,23000,17.81,Locksmith,23510
4451,23000,12.74,Laborer,23470
4451,23000,17.81,Laboratory/Shelter Mechanic,23465
4451,23000,18.89,Instrument Mechanic,23460
4451,23000,16.38,Heavy Equipment Operator,23440
4451,23000,18.83,Heavy Equipment Mechanic,23430
4451,23000,19.78,"Heating, Ventilation And Air Contditioning",23411
4451,23000,18.68,"Heating, Ventilation And Air-Conditioning",23410
4451,23000,18.89,Gunsmith III,23393
4451,23000,16.76,Gunsmith II,23392
4451,23000,14.54,Gunsmith I,23391
4451,23000,19.52,Ground Support Equipment Worker,23382
4451,23000,18.21,Ground Support Equipment Servicer,23381
4451,23000,21.73,Ground Support Equipment Mechanic,23380
4451,23000,17.56,General Maintenance Worker,23370
4451,23000,17.52,Fuel Distribution System Operator,23312
4451,23000,24.22,Fuel Distribution System Mechanic,23311
4451,23000,14.54,Fire Extinguisher Repairer,23310
4451,23000,17.84,Fire Alarm System Mechanic,23290
4451,23000,16.16,Fabric Worker,23260
4451,23000,24.54,Electronics Technician Maintenance III,23183
4451,23000,23.22,Electronics Technician Maintenance II,23182
4451,23000,21.8,Electronics Technician Maintenance I,23181
4451,23000,20.16,"Electrician, Maintenance",23160
4451,23000,16.76,Carpet Layer,23140
4451,23000,15.24,"Carpenter, Maintenance",23130
4451,23000,25.73,Cable Splicer,23125
4451,23000,11.57,Bicycle Repairer,23120
4451,23000,17.81,Appliance Mechanic,23110
4451,23000,21.73,Aircrew Life Support Equipment (ALSE) Mechanic,23092
4451,23000,19.52,Aircrew Life Support Equipment (ALSE) Mechanic,23091
4451,23000,19.52,Aircraft Worker,23080
4451,23000,20.17,Aircraft Survival Flight Equipment Technician,23070
4451,23000,18.21,Aircraft Servicer,23060
4451,23000,20.17,"Aircraft, Painter",23050
4451,23000,15.72,Aircraft Mechanic Helper,23040
4451,23000,24.21,Aircraft Mechanic III,23023
4451,23000,23.01,Aircraft Mechanic II,23022
4451,23000,21.73,Aircraft Mechanic I,23021
4451,23000,18.21,Aircraft Logs and Records Technician,23019
4451,23000,23.01,Aerospace Structural Welder,23010
4451,21000,14.75,Warehouse Specialist,21410
4451,21000,14.75,Tools And Parts Attendant,21210
4451,21000,15.17,Stock Clerk,21150
4451,21000,11.03,Store Worker I,21140
4451,21000,13.84,Shipping/Receiving Clerk,21130
4451,21000,13.84,Shipping Packer,21110
4451,21000,14.75,Production Line Worker (Food Processing),21080
4451,21000,12.76,Order Filler,21071
4451,21000,13.16,Material Handling Laborer,21050
4451,21000,19.18,Material Expediter,21040
4451,21000,19.18,Material Coordinator,21030
4451,21000,14.75,Forklift Operator,21020
4451,19000,22.18,Tool And Die Maker,19040
4451,19000,17.84,Machine-Tool Operator (Tool Room),19010
4451,16000,9.6,"Washer, Machine",16250
4451,16000,12.13,Tailor,16220
4451,16000,11.46,Sewing Machine Operator,16190
4451,16000,9,"Presser, Machine, Wearing Apparel, Laundry",16160
4451,16000,9,"Presser, Machine, Shirts",16130
4451,16000,9,"Presser, Machine, Drycleaning",16110
4451,16000,9,"Presser, Hand",16090
4451,16000,9,"Finisher, Flatwork, Machine",16070
4451,16000,10.84,Dry Cleaner,16040
4451,16000,9,Counter Attendant,16030
4451,16000,9,Assembler,16010
4451,15000,17.05,Tutor,15120
4451,15000,17.05,Test Proctor,15110
4451,15000,25.86,Technical Instructor/Course Developer,15095
4451,15000,21.14,Technical Instructor,15090
4451,15000,39.21,Non-Maintenance Test/Co-Pilot,15088
4451,15000,39.21,"Maintenance Test Pilot, Rotary Wing",15086
4451,15000,39.21,"Maintenance Test Pilot, Fixed, Jet/Prop",15085
4451,15000,20.53,Graphic Artist,15080
4451,15000,40.74,Flight Instructor (Pilot),15070
4451,15000,30.54,Educational Technologist,15060
4451,15000,28.1,Computer Based Training Specialist / Instructor,15050
4451,15000,40.74,Air Crew Training Devices Instructor (Pilot),15030
4451,15000,34,Aircrew Training Devices Instructor (Rated),15020
4451,15000,28.1,Aircrew Training Devices Instructor (Non-Rated),15010
4451,14000,22.58,System Support Specialist,14170
4451,14000,22.32,Personal Computer Support Technician,14160
4451,14000,16.1,Peripheral Equipment Operator,14150
4451,14000,0,Computer Systems Analyst III (see,14103
4451,14000,0,Computer Systems Analyst II (see,14102
4451,14000,0,Computer Systems Analyst I (see,14101
4451,14000,0,Computer Programmer IV (see,14074
4451,14000,0,Computer Programmer III (see,14073
4451,14000,25.66,Computer Programmer II (see 1),14072
4451,14000,20.71,Computer Programmer I (see 1),14071
4451,14000,24.7,Computer Operator V,14045
4451,14000,22.32,Computer Operator IV,14044
4451,14000,20.08,Computer Operator III,14043
4451,14000,18.01,Computer Operator II,14042
4451,14000,16.1,Computer Operator I,14041
4451,13000,17.34,Video Teleconference Technician,13110
4451,13000,15.49,Technical Order Library Clerk,13090
4451,13000,35.59,Photographer V,13075
4451,13000,29.55,Photographer IV,13074
4451,13000,24.16,Photographer III,13073
4451,13000,19.51,Photographer II,13072
4451,13000,17.43,Photographer I,13071
4451,13000,21.74,Media Specialist III,13063
4451,13000,19.51,Media Specialist II,13062
4451,13000,17.43,Media Specialist I,13061
4451,13000,13.34,Library Technician,13058
4451,13000,24.16,Library Information Technology Systems,13054
4451,13000,10.64,Library Aide/Clerk,13050
4451,13000,26.75,Librarian,13047
4451,13000,29.55,Illustrator III,13043
4451,13000,24.01,Illustrator II,13042
4451,13000,19.51,Illustrator I,13041
4451,13000,29.55,Exhibits Specialist III,13013
4451,13000,24.01,Exhibits Specialist II,13012
4451,13000,19.51,Exhibits Specialist I,13011
4451,12000,19.62,Substance Abuse Treatment Counselor,12320
4451,12000,20.58,Scheduler (Drug and Alcohol Testing),12317
4451,12000,41.33,Registered Nurse IV,12316
4451,12000,34.49,"Registered Nurse III, Anesthetist",12315
4451,12000,34.49,Registered Nurse III,12314
4451,12000,28.51,"Registered Nurse II, Specialist",12313
4451,12000,28.51,Registered Nurse II,12312
4451,12000,25.94,Registered Nurse I,12311
4451,12000,24.53,Radiologic Technologist,12305
4451,12000,13.33,Phlebotomist,12280
4451,12000,14.75,Pharmacy Technician,12250
4451,12000,14.26,Optical Technician,12236
4451,12000,15.57,Optical Dispenser,12235
4451,12000,14.47,Nursing Assistant IV,12224
4451,12000,12.89,Nursing Assistant III,12223
4451,12000,11.82,Nursing Assistant II,12222
4451,12000,10.51,Nursing Assistant I,12221
4451,12000,34.82,Nuclear Medicine Technologist,12210
4451,12000,14.81,Medical Transcriptionist,12195
4451,12000,14.53,Medical Record Technician,12190
4451,12000,12.98,Medical Record Clerk,12160
4451,12000,16.26,Medical Laboratory Technician,12130
4451,12000,13.85,Medical Assistant,12100
4451,12000,19.23,Licensed Practical Nurse III,12073
4451,12000,17.25,Licensed Practical Nurse II,12072
4451,12000,15.42,Licensed Practical Nurse I,12071
4451,12000,15.36,Emergency Medical Technician,12040
4451,12000,23.29,Electroneurodiagnostic Technologist,12035
4451,12000,23.29,EKG Technician,12030
4451,12000,28.73,Dental Hygienist,12025
4451,12000,15.31,Dental Assistant,12020
4451,12000,23.76,Certified Physical Therapist Assistant,12015
4451,12000,21.73,Certified Occupational Therapist Assistant,12012
4451,12000,16.61,Breath Alcohol Technician,12011
4451,12000,15.36,Ambulance Driver,12010
4451,11000,10.57,Window Cleaner,11360
4451,11000,11.19,Trail Maintenance Worker,11330
4451,11000,13.44,Tractor Operator,11270
4451,11000,10.05,Pruner,11260
4451,11000,9.17,Maid or Houseman,11240
4451,11000,11.19,"Laborer, Grounds Maintenance",11210
4451,11000,9.56,Janitor,11150
4451,11000,9.56,Housekeeping Aide,11122
4451,11000,14.55,Gardener,11090
4451,11000,8.94,Elevator Operator,11060
4451,11000,9.41,"Cleaner, Vehicles",11030
4451,9000,17.81,Upholsterer,9130
4451,9000,15.66,"Furniture Repairer, Minor",9110
4451,9000,13.43,Furniture Refinisher Helper,9090
4451,9000,17.81,Furniture Refinisher,9080
4451,9000,11.19,Furniture Handler,9040
4451,9000,17.81,Electrostatic Spray Painter,9010
4451,7000,8.79,Waiter/Waitress,7260
4451,7000,13.31,Meat Cutter,7210
4451,7000,8.83,Food Service Worker,7130
4451,7000,8.68,Dishwasher,7070
4451,7000,11.19,Cook II,7042
4451,7000,9.71,Cook I,7041
4451,7000,9.56,Baker,7010
4451,5000,16.42,Transmission Repair Specialist,5400
4451,5000,12.52,Tire Repairer,5370
4451,5000,14.59,Radiator Repair Specialist,5340
4451,5000,15.51,"Painter, Automotive",5310
4451,5000,14.59,Motor Vehicle Wrecker,5280
4451,5000,13.63,Motor Vehicle Upholstery Worker,5250
4451,5000,11.75,Motor Vehicle Mechanic Helper,5220
4451,5000,16.42,Motor Vehicle Mechanic,5190
4451,5000,14.59,Motor Equipment Metal Worker,5160
4451,5000,16.42,Motor Equipment Metal Mechanic,5130
4451,5000,12.68,Mobile Equipment Servicer,5110
4451,5000,14.59,Automotive Worker,5070
4451,5000,16.09,Automotive Glass Installer,5040
4451,5000,15.51,Automotive Electrician,5010
4451,5000,20.12,"Automobile Body Repairer, Fiberglass",5005
4451,1000,16.22,Word Processor III,1613
4451,1000,14.34,Word Processor II,1612
4451,1000,13.2,Word Processor I,1611
4451,1000,14.5,Travel Clerk III,1533
4451,1000,13.44,Travel Clerk II,1532
4451,1000,12.18,Travel Clerk I,1531
4451,1000,12.65,Switchboard Operator/Receptionist,1460
4451,1000,17.81,Survey Worker,1420
4451,1000,22.09,Supply Technician,1410
4451,1000,15.4,Service Order Dispatcher,1320
4451,1000,18.67,Secretary III,1313
4451,1000,16.74,Secretary II,1312
4451,1000,14.97,Secretary I,1311
4451,1000,14.97,"Scheduler, Maintenance",1300
4451,1000,14.34,Rental Clerk,1290
4451,1000,19.9,Production Control Clerk,1270
4451,1000,19.9,Personnel Assistant (Employment) III,1263
4451,1000,18.46,Personnel Assistant (Employment) II,1262
4451,1000,15,Personnel Assistant (Employment) I,1261
4451,1000,15.36,Order Clerk II,1192
4451,1000,13.55,Order Clerk I,1191
4451,1000,11.84,Messenger Courier,1141
4451,1000,18.67,Housing Referral Assistant,1120
4451,1000,15.25,General Clerk III,1113
4451,1000,13.58,General Clerk II,1112
4451,1000,12.45,General Clerk I,1111
4451,1000,13.63,Duplicating Machine Operator,1090
4451,1000,13.63,Document Preparation Clerk,1070
4451,1000,18.84,"Dispatcher, Motor Vehicle",1060
4451,1000,14.28,Data Entry Operator II,1052
4451,1000,13.09,Data Entry Operator I,1051
4451,1000,12.92,Customer Service Representative III,1043
4451,1000,11.84,Customer Service Representative II,1042
4451,1000,10.53,Customer Service Representative I,1041
4451,1000,18.89,Court Reporter,1035
4451,1000,22.09,Administrative Assistant,1020
4451,1000,16.63,Accounting Clerk III,1013
4451,1000,14.41,Accounting Clerk II,1012
4451,1000,12.84,Accounting Clerk I,1011
4453,99000,0,Vending Machine Repairer),99842
4453,99000,15.58,Vending Machine Repairer,99841
4453,99000,13.11,Vending Machine Attendant,99840
4453,99000,16.86,Surveying Technician,99832
4453,99000,12.31,Surveying Aide,99831
4453,99000,18.25,Survey Party Chief,99830
4453,99000,12.56,School Crossing Guard,99820
4453,99000,11.51,Sales Clerk,99810
4453,99000,12.71,Refuse Collector,99730
4453,99000,16.99,Recycling Specialist,99711
4453,99000,14.34,Recycling Laborer,99710
4453,99000,12.33,Photofinishing Worker,99510
4453,99000,16.18,Pest Controller,99410
4453,99000,30.68,Mortician,99310
4453,99000,23.11,Marketing Analyst,99260
4453,99000,12.46,Laboratory Animal Caretaker II,99252
4453,99000,11.63,Laboratory Animal Caretaker I,99251
4453,99000,23.46,Flight Follower,99130
4453,99000,27.39,Embalmer,99095
4453,99000,10.24,Desk Clerk,99050
4453,99000,9.5,Cashier,99030
4453,99000,13.84,Cabin Safety Specialist,99020
4453,31000,19.15,"Truckdriver, Tractor-Trailer",31364
4453,31000,19.15,"Truckdriver, Heavy",31363
4453,31000,18.59,"Truckdriver, Medium",31362
4453,31000,16.78,"Truckdriver, Light",31361
4453,31000,11.28,Taxi Driver,31310
4453,31000,16.78,Shuttle Bus Driver,31290
4453,31000,11.13,Parking and Lot Attendant,31260
4453,31000,15.7,Driver Courier,31043
4453,31000,17.62,Bus Driver,31030
4453,31000,13.1,Bus Aide,31020
4453,31000,28.39,Airplane Pilot,31010
4453,30000,21.17,"Weather Observer, Senior (see 2)",30621
4453,30000,20.96,"Weather Observer, Combined Upper Air Or (see 2)",30620
4453,30000,25.84,Weather Forecaster II,30502
4453,30000,21.24,Weather Forecaster I,30501
4453,30000,23.46,Unexploded (UXO) Sweep Personnel,30495
4453,30000,23.46,Unexploded (UXO) Safety Escort,30494
4453,30000,34.03,Unexploded Ordnance (UXO) Technician III,30493
4453,30000,28.39,Unexploded Ordnance (UXO) Technician II,30492
4453,30000,23.46,Unexploded Ordnance (UXO) Technician I,30491
4453,30000,29.1,Technical Writer III,30463
4453,30000,24.73,Technical Writer II,30462
4453,30000,20.21,Technical Writer I,30461
4453,30000,23.46,Radiation Control Technician,30395
4453,30000,23.07,Photo-Optics Technician,30390
4453,30000,23.46,Petroleum Supply Specialist,30375
4453,30000,31.33,Paralegal/Legal Assistant IV,30364
4453,30000,25.9,Paralegal/Legal Assistant III,30363
4453,30000,21.17,Paralegal/Legal Assistant II,30362
4453,30000,17.08,Paralegal/Legal Assistant I,30361
4453,30000,23.04,Mathematical Technician,30240
4453,30000,23.46,Latent Fingerprint Technician II,30222
4453,30000,21.24,Latent Fingerprint Technician I,30221
4453,30000,19.99,Laboratory Technician,30210
4453,30000,19.18,Evidence Control Specialist,30095
4453,30000,19.68,Environmental Technician,30090
4453,30000,34.7,Engineering Technician VI,30086
4453,30000,28.68,Engineering Technician V,30085
4453,30000,23.44,Engineering Technician IV,30084
4453,30000,18.92,Engineering Technician III,30083
4453,30000,16.92,Engineering Technician II,30082
4453,30000,15.07,Engineering Technician I,30081
4453,30000,23.25,Drafter/CAD Operator IV,30064
4453,30000,20.96,Drafter/CAD Operator III,30063
4453,30000,18.89,Drafter/CAD Operator II,30062
4453,30000,15.15,Drafter/CAD Operator I,30061
4453,30000,23.46,Cryogenic Technician II,30052
4453,30000,21.24,Cryogenic Technician I,30051
4453,30000,21.85,Civil Engineering Technician,30040
4453,30000,23.07,Cartographic Technician,30030
4453,30000,23.01,Archeological Technician III,30023
4453,30000,18.89,Archeological Technician II,30022
4453,30000,15.15,Archeological Technician I,30021
4453,30000,28.04,"Air Traffic Control Specialist, Terminal (HFO) (see 2)",30012
4453,30000,25.46,"Air Traffic Control Specialist, Station (HFO) (see 2)",30011
4453,30000,36.92,"Air Traffic Control Specialist, Center (HFO) (see 2)",30010
4453,29000,19.77,Stevedore II,29042
4453,29000,17.72,Stevedore I,29041
4453,29000,18.68,Line Handler,29030
4453,29000,18.68,Hatch Tender,29020
4453,29000,18.68,Blocker And Bracer,29010
4453,28000,18.85,Swimming Pool Operator,28690
4453,28000,13.72,Sports Official,28630
4453,28000,20.09,Recreation Specialist,28515
4453,28000,12.69,Recreation Aide/Health Facility Attendant,28510
4453,28000,17.23,Park Attendant (Aide),28350
4453,28000,13.72,Lifeguard,28310
4453,28000,15.4,Gate Attendant/Gate Tender,28210
4453,28000,8.68,Carnival Worker,28043
4453,28000,11.71,Carnival Equipment Repairer,28042
4453,28000,11.02,Carnival Equipment Operator,28041
4453,27000,21.81,Police Officer II,27132
4453,27000,19.63,Police Officer I,27131
4453,27000,15.13,Guard II,27102
4453,27000,11.7,Guard I,27101
4453,27000,18.54,Firefighter,27070
4453,27000,15.96,Detention Officer,27040
4453,27000,15.13,Detection Dog Handler,27030
4453,27000,18.3,Court Security Officer,27010
4453,27000,15.96,Corrections Officer,27008
4453,27000,11.7,Baggage Inspector,27007
4453,27000,15.98,Alarm Monitor,27004
4453,25000,17.69,Water Treatment Plant Operator,25210
4453,25000,14.83,Ventilation Equipment Tender,25190
4453,25000,20.33,Stationary Engineer,25070
4453,25000,17.69,Sewage Plant Operator,25040
4453,25000,20.33,Boiler Tender,25010
4453,24000,13.68,Homemaker,24630
4453,24000,13.3,Family Readiness And Support Services,24620
4453,24000,9.57,Chore Aide,24610
4453,24000,13.08,Child Care Center Clerk,24580
4453,24000,10.49,Child Care Attendant,24570
4453,24000,13.3,Case Manager,24550
4453,23000,15.7,Woodworker,23980
4453,23000,19.99,Woodcraft Worker,23970
4453,23000,19.33,Well Driller,23965
4453,23000,17.13,"Welder, Combination, Maintenance",23960
4453,23000,21.89,Telephone Lineman,23950
4453,23000,26.65,Telecommunications Mechanic II,23932
4453,23000,25.39,Telecommunications Mechanic I,23931
4453,23000,16.37,Small Engine Mechanic,23910
4453,23000,17.31,"Sheet-Metal Worker, Maintenance",23890
4453,23000,17.88,Scale Mechanic,23870
4453,23000,21.59,Rigger,23850
4453,23000,19.99,Pneudraulic Systems Mechanic,23820
4453,23000,17.64,"Plumber, Maintenance",23810
4453,23000,20.62,"Pipefitter, Maintenance",23790
4453,23000,17.07,"Painter, Maintenance",23760
4453,23000,20.26,Office Appliance Repairer,23710
4453,23000,21.55,Millwright,23640
4453,23000,25.44,Metrology Technician III,23593
4453,23000,24.32,Metrology Technician II,23592
4453,23000,23.15,Metrology Technician I,23591
4453,23000,12.8,Maintenance Trades Helper,23580
4453,23000,19.31,"Machinist, Maintenance",23550
4453,23000,22.85,Machinery Maintenance Mechanic,23530
4453,23000,18.94,Locksmith,23510
4453,23000,12.13,Laborer,23470
4453,23000,18.94,Laboratory/Shelter Mechanic,23465
4453,23000,23.15,Instrument Mechanic,23460
4453,23000,16.31,Heavy Equipment Operator,23440
4453,23000,19.99,Heavy Equipment Mechanic,23430
4453,23000,20.96,"Heating, Ventilation And Air Contditioning",23411
4453,23000,19.95,"Heating, Ventilation And Air-Conditioning",23410
4453,23000,20.16,Gunsmith III,23393
4453,23000,17.88,Gunsmith II,23392
4453,23000,15.76,Gunsmith I,23391
4453,23000,20.9,Ground Support Equipment Worker,23382
4453,23000,19.73,Ground Support Equipment Servicer,23381
4453,23000,23.22,Ground Support Equipment Mechanic,23380
4453,23000,17.56,General Maintenance Worker,23370
4453,23000,18.53,Fuel Distribution System Operator,23312
4453,23000,21.55,Fuel Distribution System Mechanic,23311
4453,23000,15.76,Fire Extinguisher Repairer,23310
4453,23000,19.99,Fire Alarm System Mechanic,23290
4453,23000,16.8,Fabric Worker,23260
4453,23000,24.85,Electronics Technician Maintenance III,23183
4453,23000,21.12,Electronics Technician Maintenance II,23182
4453,23000,19.6,Electronics Technician Maintenance I,23181
4453,23000,21.16,"Electrician, Maintenance",23160
4453,23000,17.88,Carpet Layer,23140
4453,23000,16.42,"Carpenter, Maintenance",23130
4453,23000,23.77,Cable Splicer,23125
4453,23000,12.52,Bicycle Repairer,23120
4453,23000,18.94,Appliance Mechanic,23110
4453,23000,23.22,Aircrew Life Support Equipment (ALSE) Mechanic,23092
4453,23000,20.9,Aircrew Life Support Equipment (ALSE) Mechanic,23091
4453,23000,20.9,Aircraft Worker,23080
4453,23000,22.57,Aircraft Survival Flight Equipment Technician,23070
4453,23000,19.73,Aircraft Servicer,23060
4453,23000,22.57,"Aircraft, Painter",23050
4453,23000,17.66,Aircraft Mechanic Helper,23040
4453,23000,25.61,Aircraft Mechanic III,23023
4453,23000,24.39,Aircraft Mechanic II,23022
4453,23000,23.22,Aircraft Mechanic I,23021
4453,23000,19.73,Aircraft Logs and Records Technician,23019
4453,23000,24.39,Aerospace Structural Welder,23010
4453,21000,15.11,Warehouse Specialist,21410
4453,21000,15.11,Tools And Parts Attendant,21210
4453,21000,15.18,Stock Clerk,21150
4453,21000,11.18,Store Worker I,21140
4453,21000,15.05,Shipping/Receiving Clerk,21130
4453,21000,15.05,Shipping Packer,21110
4453,21000,15.11,Production Line Worker (Food Processing),21080
4453,21000,11.84,Order Filler,21071
4453,21000,12.13,Material Handling Laborer,21050
4453,21000,20.37,Material Expediter,21040
4453,21000,20.37,Material Coordinator,21030
4453,21000,15.11,Forklift Operator,21020
4453,19000,22.33,Tool And Die Maker,19040
4453,19000,18.46,Machine-Tool Operator (Tool Room),19010
4453,16000,9.96,"Washer, Machine",16250
4453,16000,12.78,Tailor,16220
4453,16000,12,Sewing Machine Operator,16190
4453,16000,9.23,"Presser, Machine, Wearing Apparel, Laundry",16160
4453,16000,9.23,"Presser, Machine, Shirts",16130
4453,16000,9.23,"Presser, Machine, Drycleaning",16110
4453,16000,9.23,"Presser, Hand",16090
4453,16000,9.23,"Finisher, Flatwork, Machine",16070
4453,16000,11.38,Dry Cleaner,16040
4453,16000,9.23,Counter Attendant,16030
4453,16000,9.23,Assembler,16010
4453,15000,19.74,Tutor,15120
4453,15000,19.74,Test Proctor,15110
4453,15000,29.92,Technical Instructor/Course Developer,15095
4453,15000,24.46,Technical Instructor,15090
4453,15000,34.03,Non-Maintenance Test/Co-Pilot,15088
4453,15000,34.03,"Maintenance Test Pilot, Rotary Wing",15086
4453,15000,34.03,"Maintenance Test Pilot, Fixed, Jet/Prop",15085
4453,15000,26.46,Graphic Artist,15080
4453,15000,39.52,Flight Instructor (Pilot),15070
4453,15000,25.54,Educational Technologist,15060
4453,15000,27.62,Computer Based Training Specialist / Instructor,15050
