WD,Area,Wage,Name,Code
5047,23000,26.18,Telephone Lineman,23950
5047,23000,28.3,Telecommunications Mechanic II,23932
5047,23000,27.25,Telecommunications Mechanic I,23931
5047,23000,23.54,Small Engine Mechanic,23910
5047,23000,32.7,"Sheet-Metal Worker, Maintenance",23890
5047,23000,24.07,Scale Mechanic,23870
5047,23000,28.8,Rigger,23850
5047,23000,26.76,Pneudraulic Systems Mechanic,23820
5047,23000,29.42,"Plumber, Maintenance",23810
5047,23000,31,"Pipefitter, Maintenance",23790
5047,23000,24.38,"Painter, Maintenance",23760
5047,23000,24.84,Office Appliance Repairer,23710
5047,23000,28.64,Millwright,23640
5047,23000,28.56,Metrology Technician III,23593
5047,23000,27.46,Metrology Technician II,23592
5047,23000,26.18,Metrology Technician I,23591
5047,23000,19.22,Maintenance Trades Helper,23580
5047,23000,27.64,"Machinist, Maintenance",23550
5047,23000,26.11,Machinery Maintenance Mechanic,23530
5047,23000,24.84,Locksmith,23510
5047,23000,13.78,Laborer,23470
5047,23000,24.84,Laboratory/Shelter Mechanic,23465
5047,23000,26.18,Instrument Mechanic,23460
5047,23000,35.02,Heavy Equipment Operator,23440
5047,23000,28,Heavy Equipment Mechanic,23430
5047,23000,28.95,"Heating, Ventilation And Air Contditioning",23411
5047,23000,25.69,"Heating, Ventilation And Air-Conditioning",23410
5047,23000,26.76,Gunsmith III,23393
5047,23000,24.07,Gunsmith II,23392
5047,23000,21.36,Gunsmith I,23391
5047,23000,25.02,Ground Support Equipment Worker,23382
5047,23000,23.85,Ground Support Equipment Servicer,23381
5047,23000,28.13,Ground Support Equipment Mechanic,23380
5047,23000,23.74,General Maintenance Worker,23370
5047,23000,21.66,Fuel Distribution System Operator,23312
5047,23000,27.14,Fuel Distribution System Mechanic,23311
5047,23000,21.36,Fire Extinguisher Repairer,23310
5047,23000,26.18,Fire Alarm System Mechanic,23290
5047,23000,22.2,Fabric Worker,23260
5047,23000,29.24,Electronics Technician Maintenance III,23183
5047,23000,27.75,Electronics Technician Maintenance II,23182
5047,23000,26.3,Electronics Technician Maintenance I,23181
5047,23000,34,"Electrician, Maintenance",23160
5047,23000,25.28,Carpet Layer,23140
5047,23000,31.86,"Carpenter, Maintenance",23130
5047,23000,31.68,Cable Splicer,23125
5047,23000,18.05,Bicycle Repairer,23120
5047,23000,22.7,Appliance Mechanic,23110
5047,23000,28.13,Aircrew Life Support Equipment (ALSE) Mechanic,23092
5047,23000,25.02,Aircrew Life Support Equipment (ALSE) Mechanic,23091
5047,23000,25.02,Aircraft Worker,23080
5047,23000,24.99,Aircraft Survival Flight Equipment Technician,23070
5047,23000,23.85,Aircraft Servicer,23060
5047,23000,24.99,"Aircraft, Painter",23050
5047,23000,20.38,Aircraft Mechanic Helper,23040
5047,23000,31.4,Aircraft Mechanic III,23023
5047,23000,29.96,Aircraft Mechanic II,23022
5047,23000,28.13,Aircraft Mechanic I,23021
5047,23000,23.85,Aircraft Logs and Records Technician,23019
5047,23000,29.96,Aerospace Structural Welder,23010
5047,21000,16.93,Warehouse Specialist,21410
5047,21000,16.93,Tools And Parts Attendant,21210
5047,21000,18.17,Stock Clerk,21150
5047,21000,14.06,Store Worker I,21140
5047,21000,17.2,Shipping/Receiving Clerk,21130
5047,21000,17.2,Shipping Packer,21110
5047,21000,16.93,Production Line Worker (Food Processing),21080
5047,21000,13.8,Order Filler,21071
5047,21000,17.45,Material Handling Laborer,21050
5047,21000,21.74,Material Expediter,21040
5047,21000,21.74,Material Coordinator,21030
5047,21000,16.93,Forklift Operator,21020
5047,19000,28.57,Tool And Die Maker,19040
5047,19000,23.85,Machine-Tool Operator (Tool Room),19010
5047,16000,10.54,"Washer, Machine",16250
5047,16000,14.31,Tailor,16220
5047,16000,13.37,Sewing Machine Operator,16190
5047,16000,9.53,"Presser, Machine, Wearing Apparel, Laundry",16160
5047,16000,9.53,"Presser, Machine, Shirts",16130
5047,16000,9.53,"Presser, Machine, Drycleaning",16110
5047,16000,9.53,"Presser, Hand",16090
5047,16000,9.53,"Finisher, Flatwork, Machine",16070
5047,16000,12.42,Dry Cleaner,16040
5047,16000,9.53,Counter Attendant,16030
5047,16000,9.53,Assembler,16010
5047,15000,18.53,Tutor,15120
5047,15000,18.53,Test Proctor,15110
5047,15000,28.07,Technical Instructor/Course Developer,15095
5047,15000,27.45,Technical Instructor,15090
5047,15000,43.75,Non-Maintenance Test/Co-Pilot,15088
5047,15000,43.75,"Maintenance Test Pilot, Rotary Wing",15086
5047,15000,43.75,"Maintenance Test Pilot, Fixed, Jet/Prop",15085
5047,15000,26.41,Graphic Artist,15080
5047,15000,46.94,Flight Instructor (Pilot),15070
5047,15000,28.07,Educational Technologist,15060
5047,15000,36.22,Computer Based Training Specialist / Instructor,15050
5047,15000,46.94,Air Crew Training Devices Instructor (Pilot),15030
5047,15000,41.82,Aircrew Training Devices Instructor (Rated),15020
5047,15000,36.22,Aircrew Training Devices Instructor (Non-Rated),15010
5047,14000,21.98,System Support Specialist,14170
5047,14000,25.09,Personal Computer Support Technician,14160
5047,14000,18.11,Peripheral Equipment Operator,14150
5047,14000,0,Computer Systems Analyst III (see,14103
5047,14000,0,Computer Systems Analyst II (see,14102
5047,14000,0,Computer Systems Analyst I (see,14101
5047,14000,0,Computer Programmer IV (see,14074
5047,14000,0,Computer Programmer III (see,14073
5047,14000,0,Computer Programmer II (see,14072
5047,14000,25.49,Computer Programmer I (see 1),14071
5047,14000,27.79,Computer Operator V,14045
5047,14000,25.09,Computer Operator IV,14044
5047,14000,22.58,Computer Operator III,14043
5047,14000,20.25,Computer Operator II,14042
5047,14000,18.11,Computer Operator I,14041
5047,13000,17.89,Video Teleconference Technician,13110
5047,13000,15.49,Technical Order Library Clerk,13090
5047,13000,35.76,Photographer V,13075
5047,13000,32.46,Photographer IV,13074
5047,13000,26.65,Photographer III,13073
5047,13000,21.51,Photographer II,13072
5047,13000,19.24,Photographer I,13071
5047,13000,26.39,Media Specialist III,13063
5047,13000,23.66,Media Specialist II,13062
5047,13000,21.16,Media Specialist I,13061
5047,13000,17.76,Library Technician,13058
5047,13000,29.74,Library Information Technology Systems,13054
5047,13000,14.14,Library Aide/Clerk,13050
5047,13000,33.74,Librarian,13047
5047,13000,32.62,Illustrator III,13043
5047,13000,27.53,Illustrator II,13042
5047,13000,22.03,Illustrator I,13041
5047,13000,32.46,Exhibits Specialist III,13013
5047,13000,26.65,Exhibits Specialist II,13012
5047,13000,21.51,Exhibits Specialist I,13011
5047,12000,17.04,Substance Abuse Treatment Counselor,12320
5047,12000,23.53,Scheduler (Drug and Alcohol Testing),12317
5047,12000,46.07,Registered Nurse IV,12316
5047,12000,38.43,"Registered Nurse III, Anesthetist",12315
5047,12000,38.43,Registered Nurse III,12314
5047,12000,32.57,"Registered Nurse II, Specialist",12313
5047,12000,32.57,Registered Nurse II,12312
5047,12000,29.17,Registered Nurse I,12311
5047,12000,31.1,Radiologic Technologist,12305
5047,12000,15.71,Phlebotomist,12280
5047,12000,15.58,Pharmacy Technician,12250
5047,12000,17.48,Optical Technician,12236
5047,12000,17.7,Optical Dispenser,12235
5047,12000,15.71,Nursing Assistant IV,12224
5047,12000,13.99,Nursing Assistant III,12223
5047,12000,12.82,Nursing Assistant II,12222
5047,12000,11.4,Nursing Assistant I,12221
5047,12000,39.77,Nuclear Medicine Technologist,12210
5047,12000,17.59,Medical Transcriptionist,12195
5047,12000,18.38,Medical Record Technician,12190
5047,12000,16.98,Medical Record Clerk,12160
5047,12000,21.34,Medical Laboratory Technician,12130
5047,12000,15.77,Medical Assistant,12100
5047,12000,23.1,Licensed Practical Nurse III,12073
5047,12000,20.72,Licensed Practical Nurse II,12072
5047,12000,18.53,Licensed Practical Nurse I,12071
5047,12000,18.4,Emergency Medical Technician,12040
5047,12000,26.94,Electroneurodiagnostic Technologist,12035
5047,12000,26.94,EKG Technician,12030
5047,12000,31.96,Dental Hygienist,12025
5047,12000,15.65,Dental Assistant,12020
5047,12000,25.11,Certified Physical Therapist Assistant,12015
5047,12000,25.32,Certified Occupational Therapist Assistant,12012
5047,12000,18.4,Breath Alcohol Technician,12011
5047,12000,18.4,Ambulance Driver,12010
5047,11000,13.95,Window Cleaner,11360
5047,11000,13.5,Trail Maintenance Worker,11330
5047,11000,15.8,Tractor Operator,11270
5047,11000,12.35,Pruner,11260
5047,11000,12.11,Maid or Houseman,11240
5047,11000,13.5,"Laborer, Grounds Maintenance",11210
5047,11000,12.75,Janitor,11150
5047,11000,12.75,Housekeeping Aide,11122
5047,11000,16.87,Gardener,11090
5047,11000,12.29,Elevator Operator,11060
5047,11000,12.29,"Cleaner, Vehicles",11030
5047,9000,21.77,Upholsterer,9130
5047,9000,19.94,"Furniture Repairer, Minor",9110
5047,9000,18.02,Furniture Refinisher Helper,9090
5047,9000,21.77,Furniture Refinisher,9080
5047,9000,15.81,Furniture Handler,9040
5047,9000,19.79,Electrostatic Spray Painter,9010
5047,7000,12.02,Waiter/Waitress,7260
5047,7000,15.77,Meat Cutter,7210
5047,7000,11.17,Food Service Worker,7130
5047,7000,11.17,Dishwasher,7070
5047,7000,15.77,Cook II,7042
5047,7000,14.43,Cook I,7041
5047,7000,15.77,Baker,7010
5047,5000,28.12,Transmission Repair Specialist,5400
5047,5000,16.41,Tire Repairer,5370
5047,5000,23.47,Radiator Repair Specialist,5340
5047,5000,23.47,"Painter, Automotive",5310
5047,5000,23.47,Motor Vehicle Wrecker,5280
5047,5000,22.45,Motor Vehicle Upholstery Worker,5250
5047,5000,20.28,Motor Vehicle Mechanic Helper,5220
5047,5000,28.63,Motor Vehicle Mechanic,5190
5047,5000,23.47,Motor Equipment Metal Worker,5160
5047,5000,28.12,Motor Equipment Metal Mechanic,5130
5047,5000,21.37,Mobile Equipment Servicer,5110
5047,5000,23.47,Automotive Worker,5070
5047,5000,23.47,Automotive Glass Installer,5040
5047,5000,24.51,Automotive Electrician,5010
5047,5000,22.34,"Automobile Body Repairer, Fiberglass",5005
5047,1000,19.47,Word Processor III,1613
5047,1000,17.41,Word Processor II,1612
5047,1000,15.5,Word Processor I,1611
5047,1000,15.44,Travel Clerk III,1533
5047,1000,14.27,Travel Clerk II,1532
5047,1000,13.2,Travel Clerk I,1531
5047,1000,13.53,Switchboard Operator/Receptionist,1460
5047,1000,19.19,Survey Worker,1420
5047,1000,28.01,Supply Technician,1410
5047,1000,21.04,Service Order Dispatcher,1320
5047,1000,22.12,Secretary III,1313
5047,1000,19.84,Secretary II,1312
5047,1000,18.36,Secretary I,1311
5047,1000,18.36,"Scheduler, Maintenance",1300
5047,1000,17.41,Rental Clerk,1290
5047,1000,21.43,Production Control Clerk,1270
5047,1000,22.24,Personnel Assistant (Employment) III,1263
5047,1000,19.95,Personnel Assistant (Employment) II,1262
5047,1000,17.84,Personnel Assistant (Employment) I,1261
5047,1000,17.58,Order Clerk II,1192
5047,1000,15.99,Order Clerk I,1191
5047,1000,11.93,Messenger Courier,1141
5047,1000,22.12,Housing Referral Assistant,1120
5047,1000,16.34,General Clerk III,1113
5047,1000,13.89,General Clerk II,1112
5047,1000,12.73,General Clerk I,1111
5047,1000,13.67,Duplicating Machine Operator,1090
5047,1000,13.67,Document Preparation Clerk,1070
5047,1000,22.93,"Dispatcher, Motor Vehicle",1060
5047,1000,16.15,Data Entry Operator II,1052
5047,1000,14.81,Data Entry Operator I,1051
5047,1000,13.82,Customer Service Representative III,1043
5047,1000,12.67,Customer Service Representative II,1042
5047,1000,11.26,Customer Service Representative I,1041
5047,1000,22.28,Court Reporter,1035
5047,1000,28.01,Administrative Assistant,1020
5047,1000,21.66,Accounting Clerk III,1013
5047,1000,19.37,Accounting Clerk II,1012
5047,1000,17.25,Accounting Clerk I,1011
5049,99000,0,Vending Machine Repairer),99842
5049,99000,20.81,Vending Machine Repairer,99841
5049,99000,17.04,Vending Machine Attendant,99840
5049,99000,19.2,Surveying Technician,99832
5049,99000,14.03,Surveying Aide,99831
5049,99000,21.11,Survey Party Chief,99830
5049,99000,12.17,School Crossing Guard,99820
5049,99000,11.32,Sales Clerk,99810
5049,99000,16.04,Refuse Collector,99730
5049,99000,20.24,Recycling Specialist,99711
5049,99000,17.44,Recycling Laborer,99710
5049,99000,12.68,Photofinishing Worker,99510
5049,99000,17.39,Pest Controller,99410
5049,99000,35.4,Mortician,99310
5049,99000,24.82,Marketing Analyst,99260
5049,99000,15.81,Laboratory Animal Caretaker II,99252
5049,99000,13.68,Laboratory Animal Caretaker I,99251
5049,99000,23.46,Flight Follower,99130
5049,99000,32.23,Embalmer,99095
5049,99000,10.62,Desk Clerk,99050
5049,99000,9.27,Cashier,99030
5049,99000,13.84,Cabin Safety Specialist,99020
5049,31000,18.52,"Truckdriver, Tractor-Trailer",31364
5049,31000,18.52,"Truckdriver, Heavy",31363
5049,31000,14.03,"Truckdriver, Medium",31362
5049,31000,13.26,"Truckdriver, Light",31361
5049,31000,11.96,Taxi Driver,31310
5049,31000,14.48,Shuttle Bus Driver,31290
5049,31000,12.14,Parking and Lot Attendant,31260
5049,31000,12.39,Driver Courier,31043
5049,31000,17.75,Bus Driver,31030
5049,31000,13.42,Bus Aide,31020
5049,31000,28.39,Airplane Pilot,31010
5049,30000,23.28,"Weather Observer, Senior (see 2)",30621
5049,30000,20.97,"Weather Observer, Combined Upper Air Or (see 2)",30620
5049,30000,29.04,Weather Forecaster II,30502
5049,30000,23.87,Weather Forecaster I,30501
5049,30000,23.46,Unexploded (UXO) Sweep Personnel,30495
5049,30000,23.46,Unexploded (UXO) Safety Escort,30494
5049,30000,34.03,Unexploded Ordnance (UXO) Technician III,30493
5049,30000,28.39,Unexploded Ordnance (UXO) Technician II,30492
5049,30000,23.46,Unexploded Ordnance (UXO) Technician I,30491
5049,30000,33.48,Technical Writer III,30463
5049,30000,28.35,Technical Writer II,30462
5049,30000,23.18,Technical Writer I,30461
5049,30000,26.37,Radiation Control Technician,30395
5049,30000,23.28,Photo-Optics Technician,30390
5049,30000,26.37,Petroleum Supply Specialist,30375
5049,30000,33.29,Paralegal/Legal Assistant IV,30364
5049,30000,27.54,Paralegal/Legal Assistant III,30363
5049,30000,23.39,Paralegal/Legal Assistant II,30362
5049,30000,18.88,Paralegal/Legal Assistant I,30361
5049,30000,23.28,Mathematical Technician,30240
5049,30000,26.37,Latent Fingerprint Technician II,30222
5049,30000,23.87,Latent Fingerprint Technician I,30221
5049,30000,20.97,Laboratory Technician,30210
5049,30000,21.56,Evidence Control Specialist,30095
5049,30000,21.77,Environmental Technician,30090
5049,30000,31.91,Engineering Technician VI,30086
5049,30000,26.37,Engineering Technician V,30085
5049,30000,22.86,Engineering Technician IV,30084
5049,30000,19.8,Engineering Technician III,30083
5049,30000,15.75,Engineering Technician II,30082
5049,30000,13.86,Engineering Technician I,30081
5049,30000,25.66,Drafter/CAD Operator IV,30064
5049,30000,20.97,Drafter/CAD Operator III,30063
5049,30000,18.7,Drafter/CAD Operator II,30062
5049,30000,15.56,Drafter/CAD Operator I,30061
5049,30000,26.37,Cryogenic Technician II,30052
5049,30000,23.87,Cryogenic Technician I,30051
5049,30000,24.89,Civil Engineering Technician,30040
5049,30000,23.28,Cartographic Technician,30030
5049,30000,23.18,Archeological Technician III,30023
5049,30000,18.7,Archeological Technician II,30022
5049,30000,15.98,Archeological Technician I,30021
5049,30000,28.04,"Air Traffic Control Specialist, Terminal (HFO) (see 2)",30012
5049,30000,25.46,"Air Traffic Control Specialist, Station (HFO) (see 2)",30011
5049,30000,36.92,"Air Traffic Control Specialist, Center (HFO) (see 2)",30010
5049,29000,21.59,Stevedore II,29042
5049,29000,19.3,Stevedore I,29041
5049,29000,20.49,Line Handler,29030
5049,29000,20.49,Hatch Tender,29020
5049,29000,20.49,Blocker And Bracer,29010
5049,28000,18.07,Swimming Pool Operator,28690
5049,28000,11.34,Sports Official,28630
5049,28000,14.69,Recreation Specialist,28515
5049,28000,10.09,Recreation Aide/Health Facility Attendant,28510
5049,28000,14.24,Park Attendant (Aide),28350
5049,28000,11.01,Lifeguard,28310
5049,28000,12.73,Gate Attendant/Gate Tender,28210
5049,28000,10.44,Carnival Worker,28043
5049,28000,12.19,Carnival Equipment Repairer,28042
5049,28000,11.76,Carnival Equipment Operator,28041
5049,27000,26.36,Police Officer II,27132
5049,27000,23.72,Police Officer I,27131
5049,27000,16.17,Guard II,27102
5049,27000,14.46,Guard I,27101
5049,27000,21.85,Firefighter,27070
5049,27000,21.7,Detention Officer,27040
5049,27000,16.17,Detection Dog Handler,27030
5049,27000,21.18,Court Security Officer,27010
5049,27000,21.7,Corrections Officer,27008
5049,27000,14.46,Baggage Inspector,27007
5049,27000,19.08,Alarm Monitor,27004
5049,25000,21.84,Water Treatment Plant Operator,25210
5049,25000,22.89,Ventilation Equipment Tender,25190
5049,25000,33.88,Stationary Engineer,25070
5049,25000,21.84,Sewage Plant Operator,25040
5049,25000,33.88,Boiler Tender,25010
5049,24000,14.53,Homemaker,24630
5049,24000,14.53,Family Readiness And Support Services,24620
5049,24000,10.44,Chore Aide,24610
5049,24000,13.08,Child Care Center Clerk,24580
5049,24000,9.42,Child Care Attendant,24570
5049,24000,14.53,Case Manager,24550
5049,23000,18.52,Woodworker,23980
5049,23000,23.3,Woodcraft Worker,23970
5049,23000,23.3,Well Driller,23965
5049,23000,19.64,"Welder, Combination, Maintenance",23960
5049,23000,26.66,Telephone Lineman,23950
5049,23000,28.73,Telecommunications Mechanic II,23932
5049,23000,27.84,Telecommunications Mechanic I,23931
5049,23000,20.49,Small Engine Mechanic,23910
5049,23000,27.81,"Sheet-Metal Worker, Maintenance",23890
5049,23000,20.9,Scale Mechanic,23870
5049,23000,23.3,Rigger,23850
5049,23000,23.3,Pneudraulic Systems Mechanic,23820
5049,23000,23.87,"Plumber, Maintenance",23810
5049,23000,31.23,"Pipefitter, Maintenance",23790
5049,23000,26.72,"Painter, Maintenance",23760
5049,23000,20.29,Office Appliance Repairer,23710
5049,23000,24.76,Millwright,23640
5049,23000,25.7,Metrology Technician III,23593
5049,23000,24.5,Metrology Technician II,23592
5049,23000,23.3,Metrology Technician I,23591
5049,23000,18.26,Maintenance Trades Helper,23580
5049,23000,19.64,"Machinist, Maintenance",23550
5049,23000,27.54,Machinery Maintenance Mechanic,23530
5049,23000,23.72,Locksmith,23510
5049,23000,12.44,Laborer,23470
5049,23000,22.09,Laboratory/Shelter Mechanic,23465
5049,23000,23.3,Instrument Mechanic,23460
5049,23000,27.42,Heavy Equipment Operator,23440
5049,23000,22.72,Heavy Equipment Mechanic,23430
5049,23000,25.03,"Heating, Ventilation And Air Contditioning",23411
5049,23000,23.82,"Heating, Ventilation And Air-Conditioning",23410
5049,23000,23.3,Gunsmith III,23393
5049,23000,20.9,Gunsmith II,23392
5049,23000,18.52,Gunsmith I,23391
5049,23000,21.12,Ground Support Equipment Worker,23382
5049,23000,20.43,Ground Support Equipment Servicer,23381
5049,23000,23.3,Ground Support Equipment Mechanic,23380
5049,23000,18.91,General Maintenance Worker,23370
5049,23000,19.95,Fuel Distribution System Operator,23312
5049,23000,23.5,Fuel Distribution System Mechanic,23311
5049,23000,18.52,Fire Extinguisher Repairer,23310
5049,23000,22.69,Fire Alarm System Mechanic,23290
5049,23000,19.7,Fabric Worker,23260
5049,23000,23.55,Electronics Technician Maintenance III,23183
5049,23000,22.33,Electronics Technician Maintenance II,23182
5049,23000,20.74,Electronics Technician Maintenance I,23181
5049,23000,28.26,"Electrician, Maintenance",23160
5049,23000,23.22,Carpet Layer,23140
5049,23000,24.93,"Carpenter, Maintenance",23130
5049,23000,30.32,Cable Splicer,23125
5049,23000,18.15,Bicycle Repairer,23120
5049,23000,21.59,Appliance Mechanic,23110
5049,23000,23.3,Aircrew Life Support Equipment (ALSE) Mechanic,23092
5049,23000,21.12,Aircrew Life Support Equipment (ALSE) Mechanic,23091
5049,23000,21.12,Aircraft Worker,23080
5049,23000,21.82,Aircraft Survival Flight Equipment Technician,23070
5049,23000,20.43,Aircraft Servicer,23060
5049,23000,21.82,"Aircraft, Painter",23050
5049,23000,19.04,Aircraft Mechanic Helper,23040
5049,23000,25.7,Aircraft Mechanic III,23023
5049,23000,24.5,Aircraft Mechanic II,23022
5049,23000,23.3,Aircraft Mechanic I,23021
5049,23000,20.43,Aircraft Logs and Records Technician,23019
5049,23000,24.5,Aerospace Structural Welder,23010
5049,21000,16.7,Warehouse Specialist,21410
5049,21000,17.22,Tools And Parts Attendant,21210
5049,21000,17.73,Stock Clerk,21150
5049,21000,14.06,Store Worker I,21140
5049,21000,14.56,Shipping/Receiving Clerk,21130
5049,21000,14.56,Shipping Packer,21110
5049,21000,16.7,Production Line Worker (Food Processing),21080
5049,21000,12.41,Order Filler,21071
5049,21000,17.28,Material Handling Laborer,21050
5049,21000,20.93,Material Expediter,21040
5049,21000,20.93,Material Coordinator,21030
5049,21000,16.7,Forklift Operator,21020
5049,19000,25.59,Tool And Die Maker,19040
5049,19000,21.57,Machine-Tool Operator (Tool Room),19010
5049,16000,10.29,"Washer, Machine",16250
5049,16000,13.06,Tailor,16220
5049,16000,12.36,Sewing Machine Operator,16190
5049,16000,9.5,"Presser, Machine, Wearing Apparel, Laundry",16160
5049,16000,9.5,"Presser, Machine, Shirts",16130
5049,16000,9.5,"Presser, Machine, Drycleaning",16110
5049,16000,9.5,"Presser, Hand",16090
5049,16000,9.5,"Finisher, Flatwork, Machine",16070
5049,16000,11.7,Dry Cleaner,16040
5049,16000,9.5,Counter Attendant,16030
5049,16000,9.5,Assembler,16010
5049,15000,17.27,Tutor,15120
5049,15000,17.27,Test Proctor,15110
5049,15000,26.16,Technical Instructor/Course Developer,15095
5049,15000,23.53,Technical Instructor,15090
5049,15000,43.75,Non-Maintenance Test/Co-Pilot,15088
5049,15000,43.75,"Maintenance Test Pilot, Rotary Wing",15086
5049,15000,43.75,"Maintenance Test Pilot, Fixed, Jet/Prop",15085
5049,15000,21.6,Graphic Artist,15080
5049,15000,43.75,Flight Instructor (Pilot),15070
5049,15000,27.97,Educational Technologist,15060
5049,15000,30.16,Computer Based Training Specialist / Instructor,15050
