WD,Area,Wage,Name,Code
5433,29000,16.28,Stevedore I,29041
5433,29000,17.93,Line Handler,29030
5433,29000,17.93,Hatch Tender,29020
5433,29000,17.93,Blocker And Bracer,29010
5433,28000,16.68,Swimming Pool Operator,28690
5433,28000,11.83,Sports Official,28630
5433,28000,18.4,Recreation Specialist,28515
5433,28000,10.84,Recreation Aide/Health Facility Attendant,28510
5433,28000,14.86,Park Attendant (Aide),28350
5433,28000,11.01,Lifeguard,28310
5433,28000,13.28,Gate Attendant/Gate Tender,28210
5433,28000,10.65,Carnival Worker,28043
5433,28000,14.76,Carnival Equipment Repairer,28042
5433,28000,13.88,Carnival Equipment Operator,28041
5433,27000,24.56,Police Officer II,27132
5433,27000,22.09,Police Officer I,27131
5433,27000,16.47,Guard II,27102
5433,27000,14.73,Guard I,27101
5433,27000,19.16,Firefighter,27070
5433,27000,20.87,Detention Officer,27040
5433,27000,16.47,Detection Dog Handler,27030
5433,27000,20.47,Court Security Officer,27010
5433,27000,20.87,Corrections Officer,27008
5433,27000,14.73,Baggage Inspector,27007
5433,27000,16.13,Alarm Monitor,27004
5433,25000,19.64,Water Treatment Plant Operator,25210
5433,25000,18.65,Ventilation Equipment Tender,25190
5433,25000,26.31,Stationary Engineer,25070
5433,25000,20,Sewage Plant Operator,25040
5433,25000,26.31,Boiler Tender,25010
5433,24000,15.53,Homemaker,24630
5433,24000,14.46,Family Readiness And Support Services,24620
5433,24000,9.55,Chore Aide,24610
5433,24000,14.28,Child Care Center Clerk,24580
5433,24000,11.22,Child Care Attendant,24570
5433,24000,14.46,Case Manager,24550
5433,23000,15.11,Woodworker,23980
5433,23000,19.7,Woodcraft Worker,23970
5433,23000,19.7,Well Driller,23965
5433,23000,15.85,"Welder, Combination, Maintenance",23960
5433,23000,19.7,Telephone Lineman,23950
5433,23000,25.11,Telecommunications Mechanic II,23932
5433,23000,24.8,Telecommunications Mechanic I,23931
5433,23000,17.45,Small Engine Mechanic,23910
5433,23000,19.23,"Sheet-Metal Worker, Maintenance",23890
5433,23000,17.45,Scale Mechanic,23870
5433,23000,19.7,Rigger,23850
5433,23000,19.7,Pneudraulic Systems Mechanic,23820
5433,23000,18.96,"Plumber, Maintenance",23810
5433,23000,21.35,"Pipefitter, Maintenance",23790
5433,23000,18.06,"Painter, Maintenance",23760
5433,23000,18.57,Office Appliance Repairer,23710
5433,23000,20.86,Millwright,23640
5433,23000,21.93,Metrology Technician III,23593
5433,23000,20.81,Metrology Technician II,23592
5433,23000,19.7,Metrology Technician I,23591
5433,23000,13.7,Maintenance Trades Helper,23580
5433,23000,17.42,"Machinist, Maintenance",23550
5433,23000,23.84,Machinery Maintenance Mechanic,23530
5433,23000,18.57,Locksmith,23510
5433,23000,13.18,Laborer,23470
5433,23000,18.57,Laboratory/Shelter Mechanic,23465
5433,23000,19.7,Instrument Mechanic,23460
5433,23000,19,Heavy Equipment Operator,23440
5433,23000,21.15,Heavy Equipment Mechanic,23430
5433,23000,20.29,"Heating, Ventilation And Air Contditioning",23411
5433,23000,19.21,"Heating, Ventilation And Air-Conditioning",23410
5433,23000,19.7,Gunsmith III,23393
5433,23000,17.45,Gunsmith II,23392
5433,23000,15.11,Gunsmith I,23391
5433,23000,17.78,Ground Support Equipment Worker,23382
5433,23000,16.96,Ground Support Equipment Servicer,23381
5433,23000,19.7,Ground Support Equipment Mechanic,23380
5433,23000,15.96,General Maintenance Worker,23370
5433,23000,15.11,Fuel Distribution System Operator,23312
5433,23000,19.7,Fuel Distribution System Mechanic,23311
5433,23000,15.11,Fire Extinguisher Repairer,23310
5433,23000,19.7,Fire Alarm System Mechanic,23290
5433,23000,16.28,Fabric Worker,23260
5433,23000,20.35,Electronics Technician Maintenance III,23183
5433,23000,19.18,Electronics Technician Maintenance II,23182
5433,23000,17.36,Electronics Technician Maintenance I,23181
5433,23000,22.61,"Electrician, Maintenance",23160
5433,23000,17.45,Carpet Layer,23140
5433,23000,19.3,"Carpenter, Maintenance",23130
5433,23000,27.38,Cable Splicer,23125
5433,23000,11.61,Bicycle Repairer,23120
5433,23000,18.57,Appliance Mechanic,23110
5433,23000,19.7,Aircrew Life Support Equipment (ALSE) Mechanic,23092
5433,23000,17.78,Aircrew Life Support Equipment (ALSE) Mechanic,23091
5433,23000,17.78,Aircraft Worker,23080
5433,23000,19.6,Aircraft Survival Flight Equipment Technician,23070
5433,23000,16.96,Aircraft Servicer,23060
5433,23000,19.6,"Aircraft, Painter",23050
5433,23000,15.18,Aircraft Mechanic Helper,23040
5433,23000,21.93,Aircraft Mechanic III,23023
5433,23000,20.81,Aircraft Mechanic II,23022
5433,23000,19.7,Aircraft Mechanic I,23021
5433,23000,16.96,Aircraft Logs and Records Technician,23019
5433,23000,20.81,Aerospace Structural Welder,23010
5433,21000,14.52,Warehouse Specialist,21410
5433,21000,14.52,Tools And Parts Attendant,21210
5433,21000,14.75,Stock Clerk,21150
5433,21000,10.92,Store Worker I,21140
5433,21000,13.03,Shipping/Receiving Clerk,21130
5433,21000,13.03,Shipping Packer,21110
5433,21000,14.52,Production Line Worker (Food Processing),21080
5433,21000,12.21,Order Filler,21071
5433,21000,13.18,Material Handling Laborer,21050
5433,21000,21.48,Material Expediter,21040
5433,21000,21.48,Material Coordinator,21030
5433,21000,14.52,Forklift Operator,21020
5433,19000,23.09,Tool And Die Maker,19040
5433,19000,18.89,Machine-Tool Operator (Tool Room),19010
5433,16000,9.8,"Washer, Machine",16250
5433,16000,12.18,Tailor,16220
5433,16000,11.54,Sewing Machine Operator,16190
5433,16000,9.08,"Presser, Machine, Wearing Apparel, Laundry",16160
5433,16000,9.08,"Presser, Machine, Shirts",16130
5433,16000,9.08,"Presser, Machine, Drycleaning",16110
5433,16000,9.08,"Presser, Hand",16090
5433,16000,9.08,"Finisher, Flatwork, Machine",16070
5433,16000,10.99,Dry Cleaner,16040
5433,16000,9.08,Counter Attendant,16030
5433,16000,9.08,Assembler,16010
5433,15000,16.05,Tutor,15120
5433,15000,16.05,Test Proctor,15110
5433,15000,22.29,Technical Instructor/Course Developer,15095
5433,15000,18.22,Technical Instructor,15090
5433,15000,37.45,Non-Maintenance Test/Co-Pilot,15088
5433,15000,37.45,"Maintenance Test Pilot, Rotary Wing",15086
5433,15000,37.45,"Maintenance Test Pilot, Fixed, Jet/Prop",15085
5433,15000,22.17,Graphic Artist,15080
5433,15000,37.45,Flight Instructor (Pilot),15070
5433,15000,25.37,Educational Technologist,15060
5433,15000,26.06,Computer Based Training Specialist / Instructor,15050
5433,15000,37.45,Air Crew Training Devices Instructor (Pilot),15030
5433,15000,31.53,Aircrew Training Devices Instructor (Rated),15020
5433,15000,26.06,Aircrew Training Devices Instructor (Non-Rated),15010
5433,14000,21.16,System Support Specialist,14170
5433,14000,19.93,Personal Computer Support Technician,14160
5433,14000,13.86,Peripheral Equipment Operator,14150
5433,14000,0,Computer Systems Analyst III (see,14103
5433,14000,0,Computer Systems Analyst II (see,14102
5433,14000,26.06,Computer Systems Analyst I (see 1),14101
5433,14000,0,Computer Programmer IV (see,14074
5433,14000,24.4,Computer Programmer III (see 1),14073
5433,14000,19.95,Computer Programmer II (see 1),14072
5433,14000,16.1,Computer Programmer I (see 1),14071
5433,14000,22.07,Computer Operator V,14045
5433,14000,19.93,Computer Operator IV,14044
5433,14000,17.92,Computer Operator III,14043
5433,14000,15.5,Computer Operator II,14042
5433,14000,13.86,Computer Operator I,14041
5433,13000,15.45,Video Teleconference Technician,13110
5433,13000,13.13,Technical Order Library Clerk,13090
5433,13000,30.18,Photographer V,13075
5433,13000,24.95,Photographer IV,13074
5433,13000,20.4,Photographer III,13073
5433,13000,16.47,Photographer II,13072
5433,13000,14.72,Photographer I,13071
5433,13000,18.35,Media Specialist III,13063
5433,13000,16.47,Media Specialist II,13062
5433,13000,14.72,Media Specialist I,13061
5433,13000,16.3,Library Technician,13058
5433,13000,21.4,Library Information Technology Systems,13054
5433,13000,13.76,Library Aide/Clerk,13050
5433,13000,23.71,Librarian,13047
5433,13000,26.18,Illustrator III,13043
5433,13000,21.4,Illustrator II,13042
5433,13000,17.28,Illustrator I,13041
5433,13000,26.18,Exhibits Specialist III,13013
5433,13000,21.4,Exhibits Specialist II,13012
5433,13000,17.28,Exhibits Specialist I,13011
5433,12000,17.4,Substance Abuse Treatment Counselor,12320
5433,12000,21.72,Scheduler (Drug and Alcohol Testing),12317
5433,12000,41.79,Registered Nurse IV,12316
5433,12000,34.88,"Registered Nurse III, Anesthetist",12315
5433,12000,34.88,Registered Nurse III,12314
5433,12000,28.83,"Registered Nurse II, Specialist",12313
5433,12000,28.83,Registered Nurse II,12312
5433,12000,23.56,Registered Nurse I,12311
5433,12000,26.07,Radiologic Technologist,12305
5433,12000,13.83,Phlebotomist,12280
5433,12000,13.55,Pharmacy Technician,12250
5433,12000,16.08,Optical Technician,12236
5433,12000,13.97,Optical Dispenser,12235
5433,12000,13.83,Nursing Assistant IV,12224
5433,12000,12.32,Nursing Assistant III,12223
5433,12000,11.29,Nursing Assistant II,12222
5433,12000,10.04,Nursing Assistant I,12221
5433,12000,39.52,Nuclear Medicine Technologist,12210
5433,12000,15.98,Medical Transcriptionist,12195
5433,12000,16.04,Medical Record Technician,12190
5433,12000,14.08,Medical Record Clerk,12160
5433,12000,17.44,Medical Laboratory Technician,12130
5433,12000,13.58,Medical Assistant,12100
5433,12000,20.05,Licensed Practical Nurse III,12073
5433,12000,17.99,Licensed Practical Nurse II,12072
5433,12000,16.08,Licensed Practical Nurse I,12071
5433,12000,17.99,Emergency Medical Technician,12040
5433,12000,27.25,Electroneurodiagnostic Technologist,12035
5433,12000,27.25,EKG Technician,12030
5433,12000,35.97,Dental Hygienist,12025
5433,12000,15.26,Dental Assistant,12020
5433,12000,21.44,Certified Physical Therapist Assistant,12015
5433,12000,24.68,Certified Occupational Therapist Assistant,12012
5433,12000,17.99,Breath Alcohol Technician,12011
5433,12000,17.99,Ambulance Driver,12010
5433,11000,12.34,Window Cleaner,11360
5433,11000,13.07,Trail Maintenance Worker,11330
5433,11000,15.66,Tractor Operator,11270
5433,11000,11.78,Pruner,11260
5433,11000,9,Maid or Houseman,11240
5433,11000,13.07,"Laborer, Grounds Maintenance",11210
5433,11000,11.2,Janitor,11150
5433,11000,11.14,Housekeeping Aide,11122
5433,11000,17.02,Gardener,11090
5433,11000,11.2,Elevator Operator,11060
5433,11000,11.71,"Cleaner, Vehicles",11030
5433,9000,18.06,Upholsterer,9130
5433,9000,16.2,"Furniture Repairer, Minor",9110
5433,9000,13.96,Furniture Refinisher Helper,9090
5433,9000,18.57,Furniture Refinisher,9080
5433,9000,11.69,Furniture Handler,9040
5433,9000,18.06,Electrostatic Spray Painter,9010
5433,7000,10.13,Waiter/Waitress,7260
5433,7000,14.92,Meat Cutter,7210
5433,7000,9.39,Food Service Worker,7130
5433,7000,8.72,Dishwasher,7070
5433,7000,12.87,Cook II,7042
5433,7000,11.26,Cook I,7041
5433,7000,14.92,Baker,7010
5433,5000,18.81,Transmission Repair Specialist,5400
5433,5000,11.61,Tire Repairer,5370
5433,5000,18.99,Radiator Repair Specialist,5340
5433,5000,20.09,"Painter, Automotive",5310
5433,5000,18.99,Motor Vehicle Wrecker,5280
5433,5000,18.68,Motor Vehicle Upholstery Worker,5250
5433,5000,14.74,Motor Vehicle Mechanic Helper,5220
5433,5000,18.88,Motor Vehicle Mechanic,5190
5433,5000,18.99,Motor Equipment Metal Worker,5160
5433,5000,20.69,Motor Equipment Metal Mechanic,5130
5433,5000,15.65,Mobile Equipment Servicer,5110
5433,5000,18.99,Automotive Worker,5070
5433,5000,18.99,Automotive Glass Installer,5040
5433,5000,20.69,Automotive Electrician,5010
5433,5000,18.17,"Automobile Body Repairer, Fiberglass",5005
5433,1000,15.26,Word Processor III,1613
5433,1000,13.64,Word Processor II,1612
5433,1000,12.15,Word Processor I,1611
5433,1000,13.54,Travel Clerk III,1533
5433,1000,12.82,Travel Clerk II,1532
5433,1000,11.97,Travel Clerk I,1531
5433,1000,11.68,Switchboard Operator/Receptionist,1460
5433,1000,12.94,Survey Worker,1420
5433,1000,19.84,Supply Technician,1410
5433,1000,17.03,Service Order Dispatcher,1320
5433,1000,16.76,Secretary III,1313
5433,1000,15.04,Secretary II,1312
5433,1000,13.44,Secretary I,1311
5433,1000,13.44,"Scheduler, Maintenance",1300
5433,1000,13.56,Rental Clerk,1290
5433,1000,21.48,Production Control Clerk,1270
5433,1000,17.22,Personnel Assistant (Employment) III,1263
5433,1000,15.44,Personnel Assistant (Employment) II,1262
5433,1000,13.8,Personnel Assistant (Employment) I,1261
5433,1000,12.35,Order Clerk II,1192
5433,1000,11.32,Order Clerk I,1191
5433,1000,11.4,Messenger Courier,1141
5433,1000,16.76,Housing Referral Assistant,1120
5433,1000,14.13,General Clerk III,1113
5433,1000,12.59,General Clerk II,1112
5433,1000,11.54,General Clerk I,1111
5433,1000,12.91,Duplicating Machine Operator,1090
5433,1000,12.91,Document Preparation Clerk,1070
5433,1000,18.65,"Dispatcher, Motor Vehicle",1060
5433,1000,13.17,Data Entry Operator II,1052
5433,1000,12.07,Data Entry Operator I,1051
5433,1000,15.19,Customer Service Representative III,1043
5433,1000,13.92,Customer Service Representative II,1042
5433,1000,12.37,Customer Service Representative I,1041
5433,1000,15.04,Court Reporter,1035
5433,1000,19.84,Administrative Assistant,1020
5433,1000,15.44,Accounting Clerk III,1013
5433,1000,14.09,Accounting Clerk II,1012
5433,1000,12.65,Accounting Clerk I,1011
5435,99000,0,Vending Machine Repairer),99842
5435,99000,20.04,Vending Machine Repairer,99841
5435,99000,16.04,Vending Machine Attendant,99840
5435,99000,16.5,Surveying Technician,99832
5435,99000,13.26,Surveying Aide,99831
5435,99000,17.45,Survey Party Chief,99830
5435,99000,11.72,School Crossing Guard,99820
5435,99000,11.67,Sales Clerk,99810
5435,99000,12.19,Refuse Collector,99730
5435,99000,16.04,Recycling Specialist,99711
5435,99000,13.43,Recycling Laborer,99710
5435,99000,12.19,Photofinishing Worker,99510
5435,99000,17,Pest Controller,99410
5435,99000,23.64,Mortician,99310
5435,99000,23.51,Marketing Analyst,99260
5435,99000,16.62,Laboratory Animal Caretaker II,99252
5435,99000,15.83,Laboratory Animal Caretaker I,99251
5435,99000,23.19,Flight Follower,99130
5435,99000,23.64,Embalmer,99095
5435,99000,10.2,Desk Clerk,99050
5435,99000,10.44,Cashier,99030
5435,99000,13.68,Cabin Safety Specialist,99020
5435,31000,17.61,"Truckdriver, Tractor-Trailer",31364
5435,31000,17.61,"Truckdriver, Heavy",31363
5435,31000,16.43,"Truckdriver, Medium",31362
5435,31000,15.28,"Truckdriver, Light",31361
5435,31000,12.66,Taxi Driver,31310
5435,31000,15.28,Shuttle Bus Driver,31290
5435,31000,11.24,Parking and Lot Attendant,31260
5435,31000,15.04,Driver Courier,31043
5435,31000,15.99,Bus Driver,31030
5435,31000,12.21,Bus Aide,31020
5435,31000,28.06,Airplane Pilot,31010
5435,30000,21.28,"Weather Observer, Senior (see 2)",30621
5435,30000,19.15,"Weather Observer, Combined Upper Air Or (see 2)",30620
5435,30000,28.67,Weather Forecaster II,30502
5435,30000,23.57,Weather Forecaster I,30501
5435,30000,23.19,Unexploded (UXO) Sweep Personnel,30495
5435,30000,23.19,Unexploded (UXO) Safety Escort,30494
5435,30000,33.63,Unexploded Ordnance (UXO) Technician III,30493
5435,30000,28.06,Unexploded Ordnance (UXO) Technician II,30492
5435,30000,23.19,Unexploded Ordnance (UXO) Technician I,30491
5435,30000,30.54,Technical Writer III,30463
5435,30000,25.25,Technical Writer II,30462
5435,30000,20.65,Technical Writer I,30461
5435,30000,26.03,Radiation Control Technician,30395
5435,30000,21.28,Photo-Optics Technician,30390
5435,30000,26.03,Petroleum Supply Specialist,30375
5435,30000,30.07,Paralegal/Legal Assistant IV,30364
5435,30000,24.86,Paralegal/Legal Assistant III,30363
5435,30000,20.32,Paralegal/Legal Assistant II,30362
5435,30000,16.39,Paralegal/Legal Assistant I,30361
5435,30000,21.28,Mathematical Technician,30240
5435,30000,26.03,Latent Fingerprint Technician II,30222
5435,30000,23.57,Latent Fingerprint Technician I,30221
5435,30000,19.7,Laboratory Technician,30210
5435,30000,21.28,Evidence Control Specialist,30095
5435,30000,22.11,Environmental Technician,30090
5435,30000,31.49,Engineering Technician VI,30086
5435,30000,26.03,Engineering Technician V,30085
5435,30000,21.28,Engineering Technician IV,30084
5435,30000,17.18,Engineering Technician III,30083
5435,30000,15.35,Engineering Technician II,30082
5435,30000,13.01,Engineering Technician I,30081
5435,30000,23.57,Drafter/CAD Operator IV,30064
5435,30000,19.15,Drafter/CAD Operator III,30063
5435,30000,17.18,Drafter/CAD Operator II,30062
5435,30000,15.35,Drafter/CAD Operator I,30061
5435,30000,26.03,Cryogenic Technician II,30052
5435,30000,23.57,Cryogenic Technician I,30051
5435,30000,22.89,Civil Engineering Technician,30040
5435,30000,21.28,Cartographic Technician,30030
5435,30000,21.28,Archeological Technician III,30023
5435,30000,17.18,Archeological Technician II,30022
5435,30000,15.35,Archeological Technician I,30021
5435,30000,27.71,"Air Traffic Control Specialist, Terminal (HFO) (see 2)",30012
5435,30000,25.17,"Air Traffic Control Specialist, Station (HFO) (see 2)",30011
5435,30000,36.49,"Air Traffic Control Specialist, Center (HFO) (see 2)",30010
5435,29000,20.98,Stevedore II,29042
5435,29000,17.91,Stevedore I,29041
5435,29000,19.72,Line Handler,29030
5435,29000,19.72,Hatch Tender,29020
5435,29000,19.72,Blocker And Bracer,29010
5435,28000,16.68,Swimming Pool Operator,28690
5435,28000,12.47,Sports Official,28630
5435,28000,19.4,Recreation Specialist,28515
5435,28000,11.43,Recreation Aide/Health Facility Attendant,28510
5435,28000,15.66,Park Attendant (Aide),28350
5435,28000,12.11,Lifeguard,28310
5435,28000,14,Gate Attendant/Gate Tender,28210
5435,28000,10.65,Carnival Worker,28043
5435,28000,14.76,Carnival Equipment Repairer,28042
5435,28000,13.88,Carnival Equipment Operator,28041
5435,27000,25.22,Police Officer II,27132
5435,27000,22.69,Police Officer I,27131
5435,27000,15.31,Guard II,27102
5435,27000,13.69,Guard I,27101
5435,27000,21.03,Firefighter,27070
5435,27000,20.87,Detention Officer,27040
5435,27000,15.31,Detection Dog Handler,27030
5435,27000,20.47,Court Security Officer,27010
5435,27000,20.87,Corrections Officer,27008
5435,27000,13.69,Baggage Inspector,27007
5435,27000,17.74,Alarm Monitor,27004
5435,25000,21.6,Water Treatment Plant Operator,25210
5435,25000,18.65,Ventilation Equipment Tender,25190
5435,25000,26.31,Stationary Engineer,25070
5435,25000,22,Sewage Plant Operator,25040
5435,25000,26.31,Boiler Tender,25010
5435,24000,15.53,Homemaker,24630
5435,24000,13.82,Family Readiness And Support Services,24620
5435,24000,10,Chore Aide,24610
5435,24000,14.28,Child Care Center Clerk,24580
5435,24000,11.22,Child Care Attendant,24570
5435,24000,18.96,Case Manager,24550
5435,23000,16.62,Woodworker,23980
5435,23000,21.67,Woodcraft Worker,23970
5435,23000,21.67,Well Driller,23965
5435,23000,17.44,"Welder, Combination, Maintenance",23960
5435,23000,21.67,Telephone Lineman,23950
5435,23000,25.56,Telecommunications Mechanic II,23932
5435,23000,24.8,Telecommunications Mechanic I,23931
5435,23000,19.2,Small Engine Mechanic,23910
5435,23000,20.58,"Sheet-Metal Worker, Maintenance",23890
5435,23000,19.2,Scale Mechanic,23870
5435,23000,21.67,Rigger,23850
5435,23000,21.67,Pneudraulic Systems Mechanic,23820
5435,23000,20.86,"Plumber, Maintenance",23810
5435,23000,23.49,"Pipefitter, Maintenance",23790
5435,23000,16.91,"Painter, Maintenance",23760
5435,23000,20.43,Office Appliance Repairer,23710
5435,23000,22.95,Millwright,23640
5435,23000,24.08,Metrology Technician III,23593
5435,23000,22.87,Metrology Technician II,23592
5435,23000,21.67,Metrology Technician I,23591
5435,23000,15.07,Maintenance Trades Helper,23580
5435,23000,18.45,"Machinist, Maintenance",23550
5435,23000,26.22,Machinery Maintenance Mechanic,23530
5435,23000,20.43,Locksmith,23510
5435,23000,13.18,Laborer,23470
5435,23000,20.43,Laboratory/Shelter Mechanic,23465
5435,23000,21.67,Instrument Mechanic,23460
5435,23000,20.9,Heavy Equipment Operator,23440
5435,23000,23,Heavy Equipment Mechanic,23430
5435,23000,22.32,"Heating, Ventilation And Air Contditioning",23411
5435,23000,21.13,"Heating, Ventilation And Air-Conditioning",23410
5435,23000,21.67,Gunsmith III,23393
5435,23000,19.2,Gunsmith II,23392
5435,23000,16.62,Gunsmith I,23391
5435,23000,19.56,Ground Support Equipment Worker,23382
5435,23000,18.66,Ground Support Equipment Servicer,23381
5435,23000,21.67,Ground Support Equipment Mechanic,23380
5435,23000,16.83,General Maintenance Worker,23370
5435,23000,16.62,Fuel Distribution System Operator,23312
5435,23000,21.67,Fuel Distribution System Mechanic,23311
5435,23000,16.62,Fire Extinguisher Repairer,23310
5435,23000,20.7,Fire Alarm System Mechanic,23290
5435,23000,17.91,Fabric Worker,23260
5435,23000,22.39,Electronics Technician Maintenance III,23183
5435,23000,21.1,Electronics Technician Maintenance II,23182
5435,23000,19.1,Electronics Technician Maintenance I,23181
5435,23000,28.47,"Electrician, Maintenance",23160
5435,23000,19.2,Carpet Layer,23140
5435,23000,21.23,"Carpenter, Maintenance",23130
5435,23000,27.38,Cable Splicer,23125
5435,23000,11.61,Bicycle Repairer,23120
5435,23000,20.43,Appliance Mechanic,23110
5435,23000,21.67,Aircrew Life Support Equipment (ALSE) Mechanic,23092
5435,23000,19.56,Aircrew Life Support Equipment (ALSE) Mechanic,23091
5435,23000,19.56,Aircraft Worker,23080
5435,23000,21.56,Aircraft Survival Flight Equipment Technician,23070
5435,23000,18.66,Aircraft Servicer,23060
5435,23000,21.56,"Aircraft, Painter",23050
5435,23000,16.7,Aircraft Mechanic Helper,23040
5435,23000,24.12,Aircraft Mechanic III,23023
5435,23000,22.89,Aircraft Mechanic II,23022
5435,23000,21.67,Aircraft Mechanic I,23021
5435,23000,18.66,Aircraft Logs and Records Technician,23019
5435,23000,22.89,Aerospace Structural Welder,23010
5435,21000,13.2,Warehouse Specialist,21410
5435,21000,13.2,Tools And Parts Attendant,21210
5435,21000,14.75,Stock Clerk,21150
5435,21000,10.95,Store Worker I,21140
5435,21000,14.33,Shipping/Receiving Clerk,21130
5435,21000,14.33,Shipping Packer,21110
5435,21000,13.2,Production Line Worker (Food Processing),21080
5435,21000,12.91,Order Filler,21071
5435,21000,13.18,Material Handling Laborer,21050
5435,21000,21.48,Material Expediter,21040
5435,21000,21.48,Material Coordinator,21030
5435,21000,13.2,Forklift Operator,21020
5435,19000,25.4,Tool And Die Maker,19040
5435,19000,20.78,Machine-Tool Operator (Tool Room),19010
5435,16000,9.9,"Washer, Machine",16250
5435,16000,12.31,Tailor,16220
5435,16000,11.66,Sewing Machine Operator,16190
5435,16000,9.18,"Presser, Machine, Wearing Apparel, Laundry",16160
5435,16000,9.18,"Presser, Machine, Shirts",16130
5435,16000,9.18,"Presser, Machine, Drycleaning",16110
5435,16000,9.18,"Presser, Hand",16090
5435,16000,9.18,"Finisher, Flatwork, Machine",16070
5435,16000,11.1,Dry Cleaner,16040
5435,16000,9.18,Counter Attendant,16030
5435,16000,9.18,Assembler,16010
5435,15000,16.05,Tutor,15120
5435,15000,16.05,Test Proctor,15110
5435,15000,22.29,Technical Instructor/Course Developer,15095
5435,15000,18.22,Technical Instructor,15090
5435,15000,38.92,Non-Maintenance Test/Co-Pilot,15088
5435,15000,38.92,"Maintenance Test Pilot, Rotary Wing",15086
5435,15000,38.92,"Maintenance Test Pilot, Fixed, Jet/Prop",15085
5435,15000,22.09,Graphic Artist,15080
5435,15000,38.92,Flight Instructor (Pilot),15070
5435,15000,25.58,Educational Technologist,15060
5435,15000,26.83,Computer Based Training Specialist / Instructor,15050
