WD,Area,Wage,Name,Code
2007,23000,22.24,Aircraft Mechanic I,23021
2007,23000,20.61,Aerospace Structural Welder,23010
2007,21000,14.82,Warehouse Specialist,21410
2007,21000,14.82,Tools And Parts Attendant,21210
2007,21000,16.35,Stock Clerk,21150
2007,21000,12.06,Store Worker I,21140
2007,21000,12.98,Shipping/Receiving Clerk,21130
2007,21000,12.98,Shipping Packer,21110
2007,21000,14.82,Production Line Worker (Food Processing),21080
2007,21000,10.87,Order Filler,21071
2007,21000,10.48,Material Handling Laborer,21050
2007,21000,19.18,Material Expediter,21040
2007,21000,19.18,Material Coordinator,21030
2007,21000,14.82,Forklift Operator,21020
2007,19000,29.82,Tool And Die Maker,19040
2007,19000,24.44,Machine-Tool Operator (Tool Room),19010
2007,16000,9,"Washer, Machine",16250
2007,16000,11.64,Tailor,16220
2007,16000,11.03,Sewing Machine Operator,16190
2007,16000,8.3,"Presser, Machine, Wearing Apparel, Laundry",16160
2007,16000,8.3,"Presser, Machine, Shirts",16130
2007,16000,8.3,"Presser, Machine, Drycleaning",16110
2007,16000,8.3,"Presser, Hand",16090
2007,16000,8.3,"Finisher, Flatwork, Machine",16070
2007,16000,10.44,Dry Cleaner,16040
2007,16000,8.3,Counter Attendant,16030
2007,16000,8.3,Assembler,16010
2007,15000,17.16,Tutor,15120
2007,15000,17.16,Test Proctor,15110
2007,15000,23.11,Technical Instructor/Course Developer,15095
2007,15000,18.91,Technical Instructor,15090
2007,15000,22.01,Graphic Artist,15080
2007,15000,36.76,Flight Instructor (Pilot),15070
2007,15000,30.52,Educational Technologist,15060
2007,15000,30.38,Computer Based Training Specialist / Instructor,15050
2007,15000,36.76,Air Crew Training Devices Instructor (Pilot),15030
2007,15000,35.52,Aircrew Training Devices Instructor (Rated),15020
2007,15000,29.35,Aircrew Training Devices Instructor (Non-Rated),15010
2007,14000,26.16,Personal Computer Support Technician,14160
2007,14000,15.55,Peripheral Equipment Operator,14150
2007,14000,0,Computer Systems Analyst III (see,14103
2007,14000,0,Computer Systems Analyst II (see,14102
2007,14000,0,Computer Systems Analyst I (see,14101
2007,14000,0,Computer Programmer IV (see,14074
2007,14000,0,Computer Programmer III (see,14073
2007,14000,0,Computer Programmer II (see,14072
2007,14000,25,Computer Programmer I (see 1),14071
2007,14000,27.62,Computer Operator V,14045
2007,14000,26.16,Computer Operator IV,14044
2007,14000,20.49,Computer Operator III,14043
2007,14000,19.13,Computer Operator II,14042
2007,14000,15.55,Computer Operator I,14041
2007,13000,17.96,Video Teleconference Technician,13110
2007,13000,33.23,Photographer V,13075
2007,13000,27.38,Photographer IV,13074
2007,13000,22.4,Photographer III,13073
2007,13000,18.7,Photographer II,13072
2007,13000,16.19,Photographer I,13071
2007,13000,22.4,Media Specialist III,13063
2007,13000,20.09,Media Specialist II,13062
2007,13000,17.96,Media Specialist I,13061
2007,13000,16.14,Library Technician,13058
2007,13000,24.89,Library Information Technology Systems,13054
2007,13000,15.94,Library Aide/Clerk,13050
2007,13000,27.56,Librarian,13047
2007,13000,30.45,Illustrator III,13043
2007,13000,24.89,Illustrator II,13042
2007,13000,20.09,Illustrator I,13041
2007,13000,30.45,Exhibits Specialist III,13013
2007,13000,24.89,Exhibits Specialist II,13012
2007,13000,20.09,Exhibits Specialist I,13011
2007,12000,19.83,Scheduler (Drug and Alcohol Testing),12317
2007,12000,40.7,Registered Nurse IV,12316
2007,12000,33.97,"Registered Nurse III, Anesthetist",12315
2007,12000,33.97,Registered Nurse III,12314
2007,12000,28.08,"Registered Nurse II, Specialist",12313
2007,12000,28.08,Registered Nurse II,12312
2007,12000,22.94,Registered Nurse I,12311
2007,12000,23.95,Radiologic Technologist,12305
2007,12000,12.99,Phlebotomist,12280
2007,12000,13.36,Pharmacy Technician,12250
2007,12000,12.56,Optical Technician,12236
2007,12000,15.05,Optical Dispenser,12235
2007,12000,12.99,Nursing Assistant IV,12224
2007,12000,11.57,Nursing Assistant III,12223
2007,12000,10.61,Nursing Assistant II,12222
2007,12000,9.43,Nursing Assistant I,12221
2007,12000,30.65,Nuclear Medicine Technologist,12210
2007,12000,13.59,Medical Transcriptionist,12195
2007,12000,14.96,Medical Record Technician,12190
2007,12000,12.41,Medical Record Clerk,12160
2007,12000,14.07,Medical Laboratory Technician,12130
2007,12000,11.87,Medical Assistant,12100
2007,12000,17.84,Licensed Practical Nurse III,12073
2007,12000,16,Licensed Practical Nurse II,12072
2007,12000,14.3,Licensed Practical Nurse I,12071
2007,12000,15.85,Emergency Medical Technician,12040
2007,12000,23.45,Electroneurodiagnostic Technologist,12035
2007,12000,23.45,EKG Technician,12030
2007,12000,22.48,Dental Hygienist,12025
2007,12000,16,Dental Assistant,12020
2007,12000,21.95,Certified Physical Therapist Assistant,12015
2007,12000,21.95,Certified Occupational Therapist Assistant,12012
2007,12000,16,Breath Alcohol Technician,12011
2007,12000,15.85,Ambulance Driver,12010
2007,11000,10.97,Window Cleaner,11360
2007,11000,10,Trail Maintenance Worker,11330
2007,11000,12.08,Tractor Operator,11270
2007,11000,9.28,Pruner,11260
2007,11000,8.67,Maid or Houseman,11240
2007,11000,10,"Laborer, Grounds Maintenance",11210
2007,11000,10.02,Janitor,11150
2007,11000,10.02,Housekeeping Aide,11122
2007,11000,12.11,Gardener,11090
2007,11000,10.02,Elevator Operator,11060
2007,11000,10.28,"Cleaner, Vehicles",11030
2007,9000,17.56,Upholsterer,9130
2007,9000,15.98,"Furniture Repairer, Minor",9110
2007,9000,14.41,Furniture Refinisher Helper,9090
2007,9000,17.56,Furniture Refinisher,9080
2007,9000,13.94,Furniture Handler,9040
2007,9000,17.56,Electrostatic Spray Painter,9010
2007,7000,7.9,Waiter/Waitress,7260
2007,7000,14.21,Meat Cutter,7210
2007,7000,8.09,Food Service Worker,7130
2007,7000,7.82,Dishwasher,7070
2007,7000,10.27,Cook II,7042
2007,7000,9.14,Cook I,7041
2007,7000,11.24,Baker,7010
2007,5000,19.47,Transmission Repair Specialist,5400
2007,5000,12.75,Tire Repairer,5370
2007,5000,17.74,Radiator Repair Specialist,5340
2007,5000,17,"Painter, Automotive",5310
2007,5000,17.74,Motor Vehicle Wrecker,5280
2007,5000,16.93,Motor Vehicle Upholstery Worker,5250
2007,5000,13.93,Motor Vehicle Mechanic Helper,5220
2007,5000,17.78,Motor Vehicle Mechanic,5190
2007,5000,17.74,Motor Equipment Metal Worker,5160
2007,5000,19.47,Motor Equipment Metal Mechanic,5130
2007,5000,16.08,Mobile Equipment Servicer,5110
2007,5000,17.74,Automotive Worker,5070
2007,5000,17.74,Automotive Glass Installer,5040
2007,5000,18.61,Automotive Electrician,5010
2007,5000,19.25,"Automobile Body Repairer, Fiberglass",5005
2007,1000,16.48,Word Processor III,1613
2007,1000,14.73,Word Processor II,1612
2007,1000,13.12,Word Processor I,1611
2007,1000,12.5,Travel Clerk III,1533
2007,1000,11.72,Travel Clerk II,1532
2007,1000,11.08,Travel Clerk I,1531
2007,1000,11.86,Switchboard Operator/Receptionist,1460
2007,1000,16.81,Survey Worker,1420
2007,1000,21.27,Supply Technician,1410
2007,1000,13.83,Service Order Dispatcher,1320
2007,1000,19.14,Secretary III,1313
2007,1000,17.16,Secretary II,1312
2007,1000,15.32,Secretary I,1311
2007,1000,15.32,"Scheduler, Maintenance",1300
2007,1000,12.97,Rental Clerk,1290
2007,1000,19.18,Production Control Clerk,1270
2007,1000,17.7,Personnel Assistant (Employment) III,1263
2007,1000,15.86,Personnel Assistant (Employment) II,1262
2007,1000,14.18,Personnel Assistant (Employment) I,1261
2007,1000,15.27,Order Clerk II,1192
2007,1000,12.66,Order Clerk I,1191
2007,1000,10.07,Messenger Courier,1141
2007,1000,19.14,Housing Referral Assistant,1120
2007,1000,13.86,General Clerk III,1113
2007,1000,11.87,General Clerk II,1112
2007,1000,10.88,General Clerk I,1111
2007,1000,12.47,Duplicating Machine Operator,1090
2007,1000,12.47,Document Preparation Clerk,1070
2007,1000,16.31,"Dispatcher, Motor Vehicle",1060
2007,1000,13.89,Data Entry Operator II,1052
2007,1000,11.95,Data Entry Operator I,1051
2007,1000,17.16,Court Reporter,1035
2007,1000,21.27,Administrative Assistant,1020
2007,1000,16.77,Accounting Clerk III,1013
2007,1000,14.65,Accounting Clerk II,1012
2007,1000,13.47,Accounting Clerk I,1011
2081,99000,0,Vending Machine Repairer),99842
2081,99000,17.05,Vending Machine Repairer,99841
2081,99000,14.38,Vending Machine Attendant,99840
2081,99000,20.64,Surveying Technician,99832
2081,99000,12.6,Surveying Aide,99831
2081,99000,22.7,Survey Party Chief,99830
2081,99000,12.64,School Crossing Guard,99820
2081,99000,12.6,Sales Clerk,99810
2081,99000,16.7,Refuse Collector,99730
2081,99000,22.42,Recycling Specialist,99711
2081,99000,18.59,Recycling Laborer,99710
2081,99000,12.03,Photofinishing Worker,99510
2081,99000,20.41,Pest Controller,99410
2081,99000,24.19,Mortician,99310
2081,99000,11.74,Laboratory Animal Caretaker II,99252
2081,99000,10.92,Laboratory Animal Caretaker I,99251
2081,99000,23.94,Embalmer,99095
2081,99000,10.42,Desk Clerk,99050
2081,99000,10.78,Cashier,99030
2081,31000,20.37,"Truckdriver, Tractor-Trailer",31364
2081,31000,20.37,"Truckdriver, Heavy",31363
2081,31000,19.65,"Truckdriver, Medium",31362
2081,31000,15.55,"Truckdriver, Light",31361
2081,31000,12.89,Taxi Driver,31310
2081,31000,15.55,Shuttle Bus Driver,31290
2081,31000,9.13,Parking and Lot Attendant,31260
2081,31000,14.49,Driver Courier,31043
2081,31000,15.89,Bus Driver,31030
2081,31000,11.89,Bus Aide,31020
2081,30000,26.41,"Weather Observer, Senior (see 2)",30621
2081,30000,23.84,"Weather Observer, Combined Upper Air Or (see 2)",30620
2081,30000,24.4,Unexploded (UXO) Sweep Personnel,30495
2081,30000,24.4,Unexploded (UXO) Safety Escort,30494
2081,30000,35.38,Unexploded Ordnance (UXO) Technician III,30493
2081,30000,29.52,Unexploded Ordnance (UXO) Technician II,30492
2081,30000,24.4,Unexploded Ordnance (UXO) Technician I,30491
2081,30000,38.86,Technical Writer III,30463
2081,30000,32.12,Technical Writer II,30462
2081,30000,26.26,Technical Writer I,30461
2081,30000,26.62,Photo-Optics Technician,30390
2081,30000,35.68,Paralegal/Legal Assistant IV,30364
2081,30000,29.49,Paralegal/Legal Assistant III,30363
2081,30000,24.11,Paralegal/Legal Assistant II,30362
2081,30000,19.46,Paralegal/Legal Assistant I,30361
2081,30000,26.62,Mathematical Technician,30240
2081,30000,21.37,Laboratory Technician,30210
2081,30000,24.08,Environmental Technician,30090
2081,30000,42.45,Engineering Technician VI,30086
2081,30000,35.09,Engineering Technician V,30085
2081,30000,28.69,Engineering Technician IV,30084
2081,30000,23.15,Engineering Technician III,30083
2081,30000,20.69,Engineering Technician II,30082
2081,30000,18.44,Engineering Technician I,30081
2081,30000,31.5,Drafter/CAD Operator IV,30064
2081,30000,23.84,Drafter/CAD Operator III,30063
2081,30000,20.65,Drafter/CAD Operator II,30062
2081,30000,18.45,Drafter/CAD Operator I,30061
2081,30000,24.61,Civil Engineering Technician,30040
2081,30000,26.41,Cartographic Technician,30030
2081,30000,26.89,Archeological Technician III,30023
2081,30000,21.7,Archeological Technician II,30022
2081,30000,19.4,Archeological Technician I,30021
2081,30000,29.16,"Air Traffic Control Specialist, Terminal (HFO) (see 2)",30012
2081,30000,26.47,"Air Traffic Control Specialist, Station (HFO) (see 2)",30011
2081,30000,38.39,"Air Traffic Control Specialist, Center (HFO) (see 2)",30010
2081,29000,25.48,Stevedore II,29042
2081,29000,21.91,Stevedore I,29041
2081,29000,23.5,Line Handler,29030
2081,29000,23.5,Hatch Tender,29020
2081,29000,23.5,Blocker And Bracer,29010
2081,28000,17.05,Swimming Pool Operator,28690
2081,28000,13.49,Sports Official,28630
2081,28000,16.28,Recreation Specialist,28515
2081,28000,12.36,Recreation Aide/Health Facility Attendant,28510
2081,28000,16.75,Park Attendant (Aide),28350
2081,28000,11.73,Lifeguard,28310
2081,28000,15.14,Gate Attendant/Gate Tender,28210
2081,28000,10.23,Carnival Worker,28043
2081,28000,14.1,Carnival Equipment Repairer,28042
2081,28000,13.08,Carnival Equipment Operator,28041
2081,27000,32.39,Police Officer II,27132
2081,27000,29.14,Police Officer I,27131
2081,27000,21.32,Guard II,27102
2081,27000,13.19,Guard I,27101
2081,27000,29.32,Firefighter,27070
2081,27000,24.05,Detention Officer,27040
2081,27000,21.32,Detection Dog Handler,27030
2081,27000,27.27,Court Security Officer,27010
2081,27000,23.36,Corrections Officer,27008
2081,27000,13.19,Baggage Inspector,27007
2081,27000,20.94,Alarm Monitor,27004
2081,25000,22.79,Water Treatment Plant Operator,25210
2081,25000,17.33,Ventilation Equipment Tender,25190
2081,25000,24.7,Stationary Engineer,25070
2081,25000,22.79,Sewage Plant Operator,25040
2081,25000,24.7,Boiler Tender,25010
2081,24000,16.29,Homemaker,24630
2081,24000,15.93,Family Readiness And Support Services,24620
2081,24000,10.52,Chore Aide,24610
2081,24000,14.17,Child Care Center Clerk,24580
2081,24000,10.69,Child Care Attendant,24570
2081,23000,17.13,Woodworker,23980
2081,23000,22.48,Woodcraft Worker,23970
2081,23000,20.88,Well Driller,23965
2081,23000,19.79,"Welder, Combination, Maintenance",23960
2081,23000,23.34,Telephone Lineman,23950
2081,23000,28.5,Telecommunications Mechanic II,23932
2081,23000,27.08,Telecommunications Mechanic I,23931
2081,23000,17.92,Small Engine Mechanic,23910
2081,23000,19.85,"Sheet-Metal Worker, Maintenance",23890
2081,23000,19.81,Scale Mechanic,23870
2081,23000,22.48,Rigger,23850
2081,23000,22.48,Pneudraulic Systems Mechanic,23820
2081,23000,21.93,"Plumber, Maintenance",23810
2081,23000,24.59,"Pipefitter, Maintenance",23790
2081,23000,17.84,"Painter, Maintenance",23760
2081,23000,21.44,Office Appliance Repairer,23710
2081,23000,22.48,Millwright,23640
2081,23000,31.16,Metrology Technician III,23593
2081,23000,29.91,Metrology Technician II,23592
2081,23000,28.48,Metrology Technician I,23591
2081,23000,15.26,Maintenance Trades Helper,23580
2081,23000,19.33,"Machinist, Maintenance",23550
2081,23000,23.43,Machinery Maintenance Mechanic,23530
2081,23000,20.97,Locksmith,23510
2081,23000,13.87,Laborer,23470
2081,23000,21.17,Laboratory/Shelter Mechanic,23465
2081,23000,28.48,Instrument Mechanic,23460
2081,23000,20.98,Heavy Equipment Operator,23440
2081,23000,22.05,Heavy Equipment Mechanic,23430
2081,23000,23.92,"Heating, Ventilation And Air Contditioning",23411
2081,23000,22.73,"Heating, Ventilation And Air-Conditioning",23410
2081,23000,22.48,Gunsmith III,23393
2081,23000,19.81,Gunsmith II,23392
2081,23000,17.13,Gunsmith I,23391
2081,23000,24.13,Ground Support Equipment Worker,23382
2081,23000,22.49,Ground Support Equipment Servicer,23381
2081,23000,27.1,Ground Support Equipment Mechanic,23380
2081,23000,19.16,General Maintenance Worker,23370
2081,23000,18.97,Fuel Distribution System Operator,23312
2081,23000,23.46,Fuel Distribution System Mechanic,23311
2081,23000,18.97,Fire Extinguisher Repairer,23310
2081,23000,21.09,Fire Alarm System Mechanic,23290
2081,23000,20.52,Fabric Worker,23260
2081,23000,25.12,Electronics Technician Maintenance III,23183
2081,23000,23.65,Electronics Technician Maintenance II,23182
2081,23000,22.14,Electronics Technician Maintenance I,23181
2081,23000,24.9,"Electrician, Maintenance",23160
2081,23000,18.72,Carpet Layer,23140
2081,23000,19.4,"Carpenter, Maintenance",23130
2081,23000,30.57,Cable Splicer,23125
2081,23000,14.98,Bicycle Repairer,23120
2081,23000,22.34,Appliance Mechanic,23110
2081,23000,24.13,Aircraft Worker,23080
2081,23000,22.49,Aircraft Servicer,23060
2081,23000,25.8,"Aircraft, Painter",23050
2081,23000,19.22,Aircraft Mechanic Helper,23040
2081,23000,29.7,Aircraft Mechanic III,23023
2081,23000,28.53,Aircraft Mechanic II,23022
2081,23000,27.1,Aircraft Mechanic I,23021
2081,23000,27.73,Aerospace Structural Welder,23010
2081,21000,14.96,Warehouse Specialist,21410
2081,21000,16.28,Tools And Parts Attendant,21210
2081,21000,15.99,Stock Clerk,21150
2081,21000,11.9,Store Worker I,21140
2081,21000,15.2,Shipping/Receiving Clerk,21130
2081,21000,15.2,Shipping Packer,21110
2081,21000,14.96,Production Line Worker (Food Processing),21080
2081,21000,13.44,Order Filler,21071
2081,21000,17.36,Material Handling Laborer,21050
2081,21000,22.33,Material Expediter,21040
2081,21000,22.33,Material Coordinator,21030
2081,21000,14.96,Forklift Operator,21020
2081,19000,21.57,Tool And Die Maker,19040
2081,19000,18.32,Machine-Tool Operator (Tool Room),19010
2081,16000,10.93,"Washer, Machine",16250
2081,16000,14.48,Tailor,16220
2081,16000,13.57,Sewing Machine Operator,16190
2081,16000,9.84,"Presser, Machine, Wearing Apparel, Laundry",16160
2081,16000,9.84,"Presser, Machine, Shirts",16130
2081,16000,9.84,"Presser, Machine, Drycleaning",16110
2081,16000,9.84,"Presser, Hand",16090
2081,16000,9.84,"Finisher, Flatwork, Machine",16070
2081,16000,12.71,Dry Cleaner,16040
2081,16000,9.84,Counter Attendant,16030
2081,16000,9.84,Assembler,16010
2081,15000,17.74,Tutor,15120
2081,15000,17.74,Test Proctor,15110
2081,15000,26.89,Technical Instructor/Course Developer,15095
2081,15000,21.99,Technical Instructor,15090
2081,15000,21.93,Graphic Artist,15080
2081,15000,49.15,Flight Instructor (Pilot),15070
2081,15000,31.17,Educational Technologist,15060
2081,15000,35.58,Computer Based Training Specialist / Instructor,15050
2081,15000,49.15,Air Crew Training Devices Instructor (Pilot),15030
2081,15000,43.06,Aircrew Training Devices Instructor (Rated),15020
2081,15000,35.58,Aircrew Training Devices Instructor (Non-Rated),15010
2081,14000,24.69,Personal Computer Support Technician,14160
2081,14000,17.81,Peripheral Equipment Operator,14150
2081,14000,0,Computer Systems Analyst III (see,14103
2081,14000,0,Computer Systems Analyst II (see,14102
2081,14000,0,Computer Systems Analyst I (see,14101
2081,14000,0,Computer Programmer IV (see,14074
2081,14000,0,Computer Programmer III (see,14073
2081,14000,0,Computer Programmer II (see,14072
2081,14000,24.31,Computer Programmer I,14071
2081,14000,28.56,Computer Operator V,14045
2081,14000,24.69,Computer Operator IV,14044
2081,14000,22.21,Computer Operator III,14043
2081,14000,19.93,Computer Operator II,14042
2081,14000,17.81,Computer Operator I,14041
2081,13000,18.26,Video Teleconference Technician,13110
2081,13000,34.56,Photographer V,13075
2081,13000,28.57,Photographer IV,13074
2081,13000,23.36,Photographer III,13073
2081,13000,18.85,Photographer II,13072
2081,13000,16.85,Photographer I,13071
2081,13000,22.99,Media Specialist III,13063
2081,13000,20.62,Media Specialist II,13062
2081,13000,18.43,Media Specialist I,13061
2081,13000,17.64,Library Technician,13058
2081,13000,25.55,Library Information Technology Systems,13054
2081,13000,15.88,Library Aide/Clerk,13050
2081,13000,28.29,Librarian,13047
2081,13000,28.26,Illustrator III,13043
2081,13000,23.1,Illustrator II,13042
2081,13000,20.05,Illustrator I,13041
2081,13000,27.97,Exhibits Specialist III,13013
2081,13000,22.87,Exhibits Specialist II,13012
2081,13000,18.46,Exhibits Specialist I,13011
2081,12000,27.05,Scheduler (Drug and Alcohol Testing),12317
2081,12000,53.17,Registered Nurse IV,12316
2081,12000,43.96,"Registered Nurse III, Anesthetist",12315
2081,12000,43.96,Registered Nurse III,12314
2081,12000,36.67,"Registered Nurse II, Specialist",12313
2081,12000,36.67,Registered Nurse II,12312
2081,12000,29.98,Registered Nurse I,12311
2081,12000,26.85,Radiologic Technologist,12305
2081,12000,16.23,Phlebotomist,12280
2081,12000,15.81,Pharmacy Technician,12250
2081,12000,18.46,Optical Technician,12236
2081,12000,20.66,Optical Dispenser,12235
2081,12000,16.23,Nursing Assistant IV,12224
2081,12000,14.46,Nursing Assistant III,12223
2081,12000,13.25,Nursing Assistant II,12222
2081,12000,11.78,Nursing Assistant I,12221
2081,12000,36.64,Nuclear Medicine Technologist,12210
2081,12000,18.73,Medical Transcriptionist,12195
2081,12000,18.04,Medical Record Technician,12190
2081,12000,16.12,Medical Record Clerk,12160
